time,place,mag,type,geometry
1.69716E+12,"3 km N of Mabini, Philippines",5.2,earthquake,"{'type': 'Point', 'coordinates': [120.9418, 13.7842, 10]}"
1.69716E+12,"Hindu Kush region, Afghanistan",4.9,earthquake,"{'type': 'Point', 'coordinates': [68.715, 36.0508, 10]}"
1.69715E+12,"86 km SE of Lata, Solomon Islands",4.6,earthquake,"{'type': 'Point', 'coordinates': [166.2948, -11.3364, 98.709]}"
1.69715E+12,"121 km SSE of Kuril’sk, Russia",5.1,earthquake,"{'type': 'Point', 'coordinates': [148.5026, 44.2272, 48.656]}"
1.69715E+12,Banda Sea,4.4,earthquake,"{'type': 'Point', 'coordinates': [128.9516, -6.6348, 219.181]}"
1.69714E+12,"44 km WNW of Turt, Mongolia",4.1,earthquake,"{'type': 'Point', 'coordinates': [100.0929, 51.693, 10]}"
1.69714E+12,"13 km NNE of La Libertad, Honduras",4.6,earthquake,"{'type': 'Point', 'coordinates': [-87.5663, 14.8766, 10]}"
1.69712E+12,"72 km ESE of Wainui, New Zealand",4.7,earthquake,"{'type': 'Point', 'coordinates': [178.7966, -39.0082, 10]}"
1.69711E+12,"18 km SSE of Erciş, Turkey",4.5,earthquake,"{'type': 'Point', 'coordinates': [43.4399, 38.8742, 10]}"
1.69711E+12,"Bougainville region, Papua New Guinea",5.1,earthquake,"{'type': 'Point', 'coordinates': [155.2296, -6.7721, 48.957]}"
1.6971E+12,"Sumba region, Indonesia",4.9,earthquake,"{'type': 'Point', 'coordinates': [119.915, -10.24, 27.646]}"
1.6971E+12,"47 km S of Murghob, Tajikistan",4.6,earthquake,"{'type': 'Point', 'coordinates': [74.0347, 37.7446, 10]}"
1.6971E+12,,4.7,earthquake,"{'type': 'Point', 'coordinates': [-82.6372, 6.9735, 10]}"
1.6971E+12,"150 km E of Kokopo, Papua New Guinea",4.5,earthquake,"{'type': 'Point', 'coordinates': [153.621, -4.3999, 109.234]}"
1.69709E+12,"134 km E of Taltal, Chile",4.2,earthquake,"{'type': 'Point', 'coordinates': [-69.1537, -25.3141, 122.529]}"
1.69709E+12,"175 km NE of Tual, Indonesia",5.2,earthquake,"{'type': 'Point', 'coordinates': [133.9424, -4.5769, 7.334]}"
1.69709E+12,"Araucania-Los Lagos border region, Chile",4.7,earthquake,"{'type': 'Point', 'coordinates': [-72.1358, -39.4968, 81.908]}"
1.69709E+12,"216 km E of Levuka, Fiji",4.9,earthquake,"{'type': 'Point', 'coordinates': [-178.655, -17.8008, 561.575]}"
1.69708E+12,"22 km SSE of Boca de Yuma, Dominican Republic",3.68,earthquake,"{'type': 'Point', 'coordinates': [-68.5528, 18.1818, 54]}"
1.69708E+12,"103 km ESE of Mil’kovo, Russia",4.2,earthquake,"{'type': 'Point', 'coordinates': [160.1794, 54.4949, 112.794]}"
1.69708E+12,Kermadec Islands region,4.8,earthquake,"{'type': 'Point', 'coordinates': [-176.2373, -29.3289, 10]}"
1.69708E+12,,4.4,earthquake,"{'type': 'Point', 'coordinates': [-171.2676, 52.8249, 113.189]}"
1.69708E+12,"162 km W of Nikolski, Alaska",5.6,earthquake,"{'type': 'Point', 'coordinates': [-171.2632, 52.7916, 118.401]}"
1.69707E+12,"Izu Islands, Japan region",4.1,earthquake,"{'type': 'Point', 'coordinates': [138.8555, 29.8058, 452.494]}"
1.69707E+12,"83 km NW of Phôngsali, Laos",4.4,earthquake,"{'type': 'Point', 'coordinates': [101.5687, 22.2515, 10]}"
1.69706E+12,,4.6,earthquake,"{'type': 'Point', 'coordinates': [128.6949, 28.792, 137.196]}"
1.69705E+12,,6.3,earthquake,"{'type': 'Point', 'coordinates': [139.5902, -52.0599, 4.79]}"
1.69705E+12,"41 km NNE of Dipayal, Nepal",4.8,earthquake,"{'type': 'Point', 'coordinates': [81.1553, 29.5876, 10]}"
1.69704E+12,south of the Fiji Islands,4.3,earthquake,"{'type': 'Point', 'coordinates': [179.789, -24.9266, 511.03]}"
1.69704E+12,east of the South Sandwich Islands,4.9,earthquake,"{'type': 'Point', 'coordinates': [-15.7494, -58.2868, 10]}"
1.69703E+12,,4.2,earthquake,"{'type': 'Point', 'coordinates': [-166.7974, 53.1342, 22.5]}"
1.69702E+12,"77 km WSW of Masachapa, Nicaragua",4.2,earthquake,"{'type': 'Point', 'coordinates': [-87.1678, 11.511, 42.762]}"
1.69702E+12,"78 km SE of Lugu, Taiwan",5.2,earthquake,"{'type': 'Point', 'coordinates': [121.2992, 23.252, 17.479]}"
1.69702E+12,"off the coast of Jalisco, Mexico",4.2,earthquake,"{'type': 'Point', 'coordinates': [-105.9386, 18.0038, 10]}"
1.697E+12,"38 km NNW of Herāt, Afghanistan",4.5,earthquake,"{'type': 'Point', 'coordinates': [62.0641, 34.6763, 10]}"
1.697E+12,"9 km NNE of Camiña, Chile",4.9,earthquake,"{'type': 'Point', 'coordinates': [-69.3973, -19.2331, 109.747]}"
1.697E+12,"88 km SSE of Pangai, Tonga",5.1,earthquake,"{'type': 'Point', 'coordinates': [-173.9981, -20.5357, 10]}"
1.697E+12,"43 km S of Murghob, Tajikistan",4.2,earthquake,"{'type': 'Point', 'coordinates': [74.0175, 37.7828, 10]}"
1.697E+12,"16 km SSE of Taquile, Peru",4.8,earthquake,"{'type': 'Point', 'coordinates': [-69.6393, -15.9117, 229.29]}"
1.697E+12,Balleny Islands region,5.5,earthquake,"{'type': 'Point', 'coordinates': [172.5028, -63.8023, 10]}"
1.697E+12,Greenland Sea,4.4,earthquake,"{'type': 'Point', 'coordinates': [7.7797, 73.6146, 10]}"
1.697E+12,south of the Fiji Islands,4.4,earthquake,"{'type': 'Point', 'coordinates': [179.5904, -25.322, 507.816]}"
1.69699E+12,,5,earthquake,"{'type': 'Point', 'coordinates': [147.105, 15.0004, 10]}"
1.69699E+12,western Afghanistan,4.1,earthquake,"{'type': 'Point', 'coordinates': [61.9278, 34.6615, 10]}"
1.69699E+12,"23 km ENE of Zindah Jān, Afghanistan",4.1,earthquake,"{'type': 'Point', 'coordinates': [61.9624, 34.4568, 10]}"
1.69699E+12,"Andreanof Islands, Aleutian Islands, Alaska",3.9,earthquake,"{'type': 'Point', 'coordinates': [-173.4606, 52.1891, 78.583]}"
1.69699E+12,"28 km NNW of Herāt, Afghanistan",5,earthquake,"{'type': 'Point', 'coordinates': [62.1253, 34.5998, 10]}"
1.69698E+12,,6.3,earthquake,"{'type': 'Point', 'coordinates': [62.0449, 34.5565, 9]}"
1.69698E+12,Greenland Sea,4.7,earthquake,"{'type': 'Point', 'coordinates': [6.8387, 73.2469, 10]}"
1.69698E+12,"Pulau-Pulau Sangihe, Indonesia",4.6,earthquake,"{'type': 'Point', 'coordinates': [125.7671, 2.8832, 173.908]}"
1.69698E+12,"114 km NNE of Cruz Bay, U.S. Virgin Islands",3.62,earthquake,"{'type': 'Point', 'coordinates': [-64.3425, 19.2676, 14]}"
1.69697E+12,,4.6,earthquake,"{'type': 'Point', 'coordinates': [129.7709, -6.6481, 166.592]}"
1.69696E+12,"43 km SSW of Gongdanglegi Kulon, Indonesia",4.7,earthquake,"{'type': 'Point', 'coordinates': [112.5475, -8.5598, 84.706]}"
1.69695E+12,"40 km NNW of Labuan Bajo, Indonesia",4.4,earthquake,"{'type': 'Point', 'coordinates': [119.7296, -8.1662, 186.555]}"
1.69694E+12,"153 km ENE of Saipan, Northern Mariana Islands",4.9,earthquake,"{'type': 'Point', 'coordinates': [146.9409, 15.9832, 36.505]}"
1.69694E+12,"116 km SSE of Burica, Panama",4.5,earthquake,"{'type': 'Point', 'coordinates': [-82.5847, 7.0223, 10]}"
1.69694E+12,"90 km WNW of Puerto, Chile",4.2,earthquake,"{'type': 'Point', 'coordinates': [-70.9985, -20.0398, 17]}"
1.69694E+12,"98 km SSW of Severo-Kuril’sk, Russia",4.4,earthquake,"{'type': 'Point', 'coordinates': [155.7379, 49.8268, 74.498]}"
1.69693E+12,"57 km WSW of Abra Pampa, Argentina",6,earthquake,"{'type': 'Point', 'coordinates': [-66.2242, -22.8844, 247.255]}"
1.69693E+12,"128 km NNE of Cruz Bay, U.S. Virgin Islands",3.91,earthquake,"{'type': 'Point', 'coordinates': [-64.2715, 19.3806, 45]}"
1.69693E+12,"161 km WSW of Elfin Cove, Alaska",4.2,earthquake,"{'type': 'Point', 'coordinates': [-139.017, 57.8948, 5.9]}"
1.69692E+12,"62 km NW of Hihifo, Tonga",5.7,earthquake,"{'type': 'Point', 'coordinates': [-174.2009, -15.545, 25.023]}"
1.69692E+12,"102 km NNW of San Antonio de los Cobres, Argentina",4.4,earthquake,"{'type': 'Point', 'coordinates': [-66.8135, -23.4159, 210.083]}"
1.6969E+12,Honduras,4.4,earthquake,"{'type': 'Point', 'coordinates': [-87.6259, 13.1487, 191.755]}"
1.6969E+12,"63 km SE of Embarcación, Argentina",5.6,earthquake,"{'type': 'Point', 'coordinates': [-63.6564, -23.6067, 538.053]}"
1.69689E+12,"57 km SE of Petropavlovsk-Kamchatsky, Russia",4.3,earthquake,"{'type': 'Point', 'coordinates': [159.3114, 52.7517, 71.476]}"
1.69689E+12,"65 km SSW of Intipucá, El Salvador",4.4,earthquake,"{'type': 'Point', 'coordinates': [-88.2309, 12.6316, 62.107]}"
1.69688E+12,off the coast of Ecuador,4.6,earthquake,"{'type': 'Point', 'coordinates': [-85.3469, 1.6193, 10]}"
1.69688E+12,"19 km ENE of Ust’-Kamchatsk Staryy, Russia",4.3,earthquake,"{'type': 'Point', 'coordinates': [162.768, 56.3012, 10]}"
1.69688E+12,Poland-Slovakia border region,5,earthquake,"{'type': 'Point', 'coordinates': [21.7825, 49.0862, 8.273]}"
1.69687E+12,Chagos Archipelago region,4.6,earthquake,"{'type': 'Point', 'coordinates': [68.7057, -7.3481, 10]}"
1.69687E+12,"194 km NNW of Tobelo, Indonesia",4.4,earthquake,"{'type': 'Point', 'coordinates': [127.0709, 3.2153, 41.813]}"
1.69686E+12,"5 km NE of La Maná, Ecuador",4.1,earthquake,"{'type': 'Point', 'coordinates': [-79.1846, -0.9087, 105.014]}"
1.69686E+12,"5 km NNW of Nordheim, Texas",4,earthquake,"{'type': 'Point', 'coordinates': [-97.62, 28.966, 3.9861]}"
1.69686E+12,"37 km NNW of Herāt, Afghanistan",5.1,earthquake,"{'type': 'Point', 'coordinates': [62.0341, 34.6605, 10]}"
1.69686E+12,"Jujuy, Argentina",4.1,earthquake,"{'type': 'Point', 'coordinates': [-66.8729, -23.6804, 216.661]}"
1.69686E+12,,3.8,earthquake,"{'type': 'Point', 'coordinates': [178.9807, 51.4936, 32.248]}"
1.69685E+12,"198 km NNW of Tobelo, Indonesia",4.4,earthquake,"{'type': 'Point', 'coordinates': [127.0766, 3.2631, 39.14]}"
1.69685E+12,"203 km NNW of Tobelo, Indonesia",4.8,earthquake,"{'type': 'Point', 'coordinates': [127.0584, 3.2965, 34.086]}"
1.69684E+12,"30 km SE of Qarah Bāgh, Afghanistan",4.7,earthquake,"{'type': 'Point', 'coordinates': [62.0168, 34.7494, 10]}"
1.69684E+12,off the west coast of the South Island of New Zealand,4.2,earthquake,"{'type': 'Point', 'coordinates': [166.1303, -45.7315, 10]}"
1.69684E+12,"38 km S of Sarpol-e Z̄ahāb, Iran",4.6,earthquake,"{'type': 'Point', 'coordinates': [45.8027, 34.1165, 10]}"
1.69683E+12,"33 km NNW of Herāt, Afghanistan",4.9,earthquake,"{'type': 'Point', 'coordinates': [62.029, 34.6185, 10]}"
1.69683E+12,"8 km WSW of Yeşilyurt, Turkey",4.2,earthquake,"{'type': 'Point', 'coordinates': [38.1522, 38.2755, 10]}"
1.69683E+12,,4.5,earthquake,"{'type': 'Point', 'coordinates': [-66.8994, -23.9344, 211.965]}"
1.69683E+12,"76 km NNE of Otrada, Russia",5.3,earthquake,"{'type': 'Point', 'coordinates': [146.2867, 44.6817, 174.468]}"
1.69683E+12,Banda Sea,4.4,earthquake,"{'type': 'Point', 'coordinates': [129.6095, -6.9752, 154.599]}"
1.69682E+12,"97 km W of Gorontalo, Indonesia",5.1,earthquake,"{'type': 'Point', 'coordinates': [122.1974, 0.3901, 133.984]}"
1.69682E+12,,4.4,earthquake,"{'type': 'Point', 'coordinates': [133.9047, -4.5082, 10]}"
1.69682E+12,"231 km SSE of Tual, Indonesia",4.5,earthquake,"{'type': 'Point', 'coordinates': [133.4197, -7.6162, 10]}"
1.69682E+12,"51 km ENE of Noda, Japan",5,earthquake,"{'type': 'Point', 'coordinates': [142.393, 40.2517, 50.461]}"
1.69682E+12,"66 km NNE of Calama, Chile",4.1,earthquake,"{'type': 'Point', 'coordinates': [-68.6167, -21.9237, 100.12]}"
1.69682E+12,"Port Townsend, WA",4.32,earthquake,"{'type': 'Point', 'coordinates': [-122.70166666666667, 48.02433333333333, 57.17]}"
1.69681E+12,"40 km WSW of Meulaboh, Indonesia",4.4,earthquake,"{'type': 'Point', 'coordinates': [95.8156, 3.9465, 51.988]}"
1.69681E+12,"63 km WNW of Kirakira, Solomon Islands",4.7,earthquake,"{'type': 'Point', 'coordinates': [161.3639, -10.299, 74.428]}"
1.69681E+12,Fiji region,4.6,earthquake,"{'type': 'Point', 'coordinates': [-177.6251, -20.2402, 499.749]}"
1.69681E+12,Panama-Colombia border region,4.6,earthquake,"{'type': 'Point', 'coordinates': [-77.1671, 8.8156, 25.935]}"
1.6968E+12,"14 km WNW of Tashanta, Russia",4.4,earthquake,"{'type': 'Point', 'coordinates': [89.0078, 49.771, 10]}"
1.6968E+12,"68 km WNW of El Aguilar, Argentina",4.6,earthquake,"{'type': 'Point', 'coordinates': [-66.3047, -22.9894, 237.861]}"
1.6968E+12,"7 km NW of The Geysers, CA",3.87,earthquake,"{'type': 'Point', 'coordinates': [-122.804, 38.8271667, 1.75]}"
1.6968E+12,"Izu Islands, Japan region",4.9,earthquake,"{'type': 'Point', 'coordinates': [139.9375, 29.7824, 10]}"
1.6968E+12,"Izu Islands, Japan region",5.4,earthquake,"{'type': 'Point', 'coordinates': [140.026, 29.7869, 10]}"
1.6968E+12,"Izu Islands, Japan region",5.1,earthquake,"{'type': 'Point', 'coordinates': [140.0434, 29.7887, 10]}"
1.6968E+12,,5.3,earthquake,"{'type': 'Point', 'coordinates': [140.0207, 29.758, 10]}"
1.6968E+12,"Izu Islands, Japan region",5,earthquake,"{'type': 'Point', 'coordinates': [140.0184, 29.8125, 10]}"
1.6968E+12,,4.9,earthquake,"{'type': 'Point', 'coordinates': [139.9328, 29.8249, 10]}"
1.6968E+12,,4.7,earthquake,"{'type': 'Point', 'coordinates': [139.9186, 29.77, 10]}"
1.6968E+12,"Izu Islands, Japan region",4.8,earthquake,"{'type': 'Point', 'coordinates': [140.2201, 29.7256, 10]}"
1.6968E+12,"Izu Islands, Japan region",4.7,earthquake,"{'type': 'Point', 'coordinates': [139.9904, 29.7181, 10]}"
1.6968E+12,,4.9,earthquake,"{'type': 'Point', 'coordinates': [139.9298, 29.7105, 10]}"
1.6968E+12,"Izu Islands, Japan region",4.7,earthquake,"{'type': 'Point', 'coordinates': [140.0704, 29.7099, 10]}"
1.69679E+12,"Izu Islands, Japan region",4.5,earthquake,"{'type': 'Point', 'coordinates': [140.0613, 29.6904, 10]}"
1.69679E+12,"23 km NW of Villa Basilio Nievas, Argentina",4.2,earthquake,"{'type': 'Point', 'coordinates': [-68.899, -31.3915, 113.768]}"
1.69679E+12,"197 km NE of Saga, China",4.4,earthquake,"{'type': 'Point', 'coordinates': [86.3755, 30.798, 10]}"
1.69679E+12,"Izu Islands, Japan region",4.3,earthquake,"{'type': 'Point', 'coordinates': [139.878, 30.1221, 10]}"
1.69679E+12,,5.9,earthquake,"{'type': 'Point', 'coordinates': [148.4554, -3.1711, 7]}"
1.69678E+12,"southern Xinjiang, China",4.7,earthquake,"{'type': 'Point', 'coordinates': [82.4299, 41.8454, 10]}"
1.69678E+12,western Afghanistan,4.1,earthquake,"{'type': 'Point', 'coordinates': [61.9287, 34.6028, 10.604]}"
1.69677E+12,Fiji region,4.4,earthquake,"{'type': 'Point', 'coordinates': [-179.3793, -21.748, 594.741]}"
1.69677E+12,,4.6,earthquake,"{'type': 'Point', 'coordinates': [79.332, 31.7275, 10]}"
1.69677E+12,"95 km SE of Shima, Japan",4.4,earthquake,"{'type': 'Point', 'coordinates': [137.6215, 33.7763, 326.435]}"
1.69676E+12,"Oaxaca, Mexico",4.4,earthquake,"{'type': 'Point', 'coordinates': [-94.9809, 16.1163, 33.056]}"
1.69676E+12,Solomon Islands,4.9,earthquake,"{'type': 'Point', 'coordinates': [160.8493, -9.9909, 23.865]}"
1.69676E+12,"18 km E of San Clemente, Chile",4.3,earthquake,"{'type': 'Point', 'coordinates': [-71.2825, -35.5074, 99.286]}"
1.69676E+12,"53 km W of Vallenar, Chile",4.3,earthquake,"{'type': 'Point', 'coordinates': [-71.3077, -28.6027, 38.15]}"
1.69675E+12,"94 km SE of Nikolski, Alaska",3.6,earthquake,"{'type': 'Point', 'coordinates': [-167.7637, 52.4187, 10]}"
1.69675E+12,"96 km S of La Tirana, Chile",5,earthquake,"{'type': 'Point', 'coordinates': [-69.5765, -21.2067, 72.148]}"
1.69675E+12,Dominican Republic region,4.4,earthquake,"{'type': 'Point', 'coordinates': [-71.584, 18.4204, 12.978]}"
1.69675E+12,"33 km SSW of Murghob, Tajikistan",4.2,earthquake,"{'type': 'Point', 'coordinates': [73.8062, 37.8951, 11.143]}"
1.69675E+12,"eastern New Guinea region, Papua New Guinea",4.6,earthquake,"{'type': 'Point', 'coordinates': [146.023, -5.532, 70.812]}"
1.69674E+12,,5.2,earthquake,"{'type': 'Point', 'coordinates': [140.1428, 29.7419, 10]}"
1.69674E+12,"54 km S of Madang, Papua New Guinea",4.6,earthquake,"{'type': 'Point', 'coordinates': [145.7561, -5.7091, 82.904]}"
1.69674E+12,"27 km ESE of Iztapa, Guatemala",4.5,earthquake,"{'type': 'Point', 'coordinates': [-90.4848, 13.8086, 94.129]}"
1.69674E+12,south of the Fiji Islands,5,earthquake,"{'type': 'Point', 'coordinates': [-176.3303, -26.5276, 10]}"
1.69674E+12,Kuril Islands,4.8,earthquake,"{'type': 'Point', 'coordinates': [153.8527, 47.2583, 10]}"
1.69673E+12,western Afghanistan,4.2,earthquake,"{'type': 'Point', 'coordinates': [62.067, 34.4729, 10]}"
1.69673E+12,"44 km W of Santa Cruz, Chile",4.9,earthquake,"{'type': 'Point', 'coordinates': [-71.8422, -34.7149, 43.592]}"
1.69672E+12,"60 km SE of Madang, Papua New Guinea",4.5,earthquake,"{'type': 'Point', 'coordinates': [146.2012, -5.577, 81.592]}"
1.69672E+12,"291 km SSE of Port Blair, India",4.5,earthquake,"{'type': 'Point', 'coordinates': [93.8865, 9.2857, 10]}"
1.69672E+12,Dominican Republic region,3.93,earthquake,"{'type': 'Point', 'coordinates': [-68.8311, 19.675, 15]}"
1.69672E+12,"47 km SSE of Madang, Papua New Guinea",5.1,earthquake,"{'type': 'Point', 'coordinates': [145.9185, -5.6276, 61.619]}"
1.69672E+12,"12 km SW of Çelikhan, Turkey",4.3,earthquake,"{'type': 'Point', 'coordinates': [38.1207, 37.9558, 10]}"
1.69672E+12,"294 km SSE of Port Blair, India",4.6,earthquake,"{'type': 'Point', 'coordinates': [93.8574, 9.2463, 10.04]}"
1.69671E+12,Puerto Rico region,4.01,earthquake,"{'type': 'Point', 'coordinates': [-66.9118, 17.9158, 8]}"
1.6967E+12,"112 km SE of Modisi, Indonesia",4.9,earthquake,"{'type': 'Point', 'coordinates': [125.1507, -0.2691, 42.542]}"
1.6967E+12,"31 km SSE of Qarah Bāgh, Afghanistan",4.2,earthquake,"{'type': 'Point', 'coordinates': [61.9222, 34.6847, 10.267]}"
1.6967E+12,"56 km SW of Ollagüe, Chile",4.4,earthquake,"{'type': 'Point', 'coordinates': [-68.5933, -21.6187, 139.956]}"
1.6967E+12,,4.8,earthquake,"{'type': 'Point', 'coordinates': [141.8923, 31.1971, 10]}"
1.6967E+12,"eastern New Guinea region, Papua New Guinea",5.7,earthquake,"{'type': 'Point', 'coordinates': [145.9035, -5.6539, 55.529]}"
1.69669E+12,"44 km ENE of Noda, Japan",5.1,earthquake,"{'type': 'Point', 'coordinates': [142.306, 40.2432, 55.854]}"
1.69669E+12,"67 km SE of Madang, Papua New Guinea",5.2,earthquake,"{'type': 'Point', 'coordinates': [146.1685, -5.6938, 76.74]}"
1.69669E+12,"48 km SSE of Madang, Papua New Guinea",5.5,earthquake,"{'type': 'Point', 'coordinates': [145.9293, -5.6367, 66.738]}"
1.69668E+12,"eastern New Guinea region, Papua New Guinea",5.6,earthquake,"{'type': 'Point', 'coordinates': [145.9334, -5.6775, 43.99]}"
1.69668E+12,Banda Sea,4.6,earthquake,"{'type': 'Point', 'coordinates': [125.6959, -6.9899, 487.374]}"
1.69668E+12,"28 km NW of Herāt, Afghanistan",4.3,earthquake,"{'type': 'Point', 'coordinates': [62.0272, 34.5599, 10.877]}"
1.69668E+12,"eastern New Guinea region, Papua New Guinea",4.5,earthquake,"{'type': 'Point', 'coordinates': [146.1714, -5.6448, 80.588]}"
1.69667E+12,"Izu Islands, Japan region",5,earthquake,"{'type': 'Point', 'coordinates': [141.8837, 31.292, 10]}"
1.69667E+12,"180 km WSW of Bandar Lampung, Indonesia",4.7,earthquake,"{'type': 'Point', 'coordinates': [103.8239, -6.2046, 39.84]}"
1.69667E+12,"eastern New Guinea region, Papua New Guinea",4.4,earthquake,"{'type': 'Point', 'coordinates': [146.1306, -5.6846, 90.011]}"
1.69667E+12,western Afghanistan,4.9,earthquake,"{'type': 'Point', 'coordinates': [61.9893, 34.6726, 9.302]}"
1.69667E+12,"31 km NNW of Herāt, Afghanistan",4.8,earthquake,"{'type': 'Point', 'coordinates': [62.0538, 34.6094, 10.233]}"
1.69667E+12,"34 km SSE of Madang, Papua New Guinea",5.6,earthquake,"{'type': 'Point', 'coordinates': [145.9572, -5.4781, 68.959]}"
1.69667E+12,"55 km SE of Madang, Papua New Guinea",6.9,earthquake,"{'type': 'Point', 'coordinates': [146.1982, -5.5066, 76.011]}"
1.69667E+12,"56 km SE of Madang, Papua New Guinea",6.7,earthquake,"{'type': 'Point', 'coordinates': [146.1315, -5.5997, 53.498]}"
1.69667E+12,"176 km WNW of Tocopilla, Chile",4.6,earthquake,"{'type': 'Point', 'coordinates': [-71.7399, -21.419, 19.854]}"
1.69667E+12,"33 km SSE of Qarah Bāgh, Afghanistan",4.6,earthquake,"{'type': 'Point', 'coordinates': [61.926, 34.6691, 10]}"
1.69667E+12,"Nias region, Indonesia",4.7,earthquake,"{'type': 'Point', 'coordinates': [97.55, 0.0545, 24.43]}"
1.69666E+12,"35 km NNW of Herāt, Afghanistan",5.9,earthquake,"{'type': 'Point', 'coordinates': [62.0327, 34.6391, 7.726]}"
1.69666E+12,"29 km NNE of Zindah Jān, Afghanistan",6.3,earthquake,"{'type': 'Point', 'coordinates': [61.9037, 34.5743, 10]}"
1.69666E+12,"29 km NNE of Zindah Jān, Afghanistan",4.7,earthquake,"{'type': 'Point', 'coordinates': [61.9105, 34.5765, 10]}"
1.69666E+12,"29 km NE of Zindah Jān, Afghanistan",5.5,earthquake,"{'type': 'Point', 'coordinates': [61.9547, 34.5414, 11.438]}"
1.69666E+12,"33 km NNE of Zindah Jān, Afghanistan",6.3,earthquake,"{'type': 'Point', 'coordinates': [61.9242, 34.6102, 14]}"
1.69666E+12,"172 km NE of Lospalos, Timor Leste",4.7,earthquake,"{'type': 'Point', 'coordinates': [128.1094, -7.421, 170.355]}"
1.69666E+12,,4.2,earthquake,"{'type': 'Point', 'coordinates': [-68.2394, -25.3962, 122.995]}"
1.69666E+12,"47 km W of Kuqa, China",4.8,earthquake,"{'type': 'Point', 'coordinates': [82.3603, 41.7822, 10]}"
1.69666E+12,Nepal,5,earthquake,"{'type': 'Point', 'coordinates': [81.2119, 29.5147, 24.535]}"
1.69666E+12,"21 km SW of Lata, Solomon Islands",4.6,earthquake,"{'type': 'Point', 'coordinates': [165.6541, -10.8639, 46.064]}"
1.69666E+12,"138 km N of Charlotte Amalie, U.S. Virgin Islands",3.85,earthquake,"{'type': 'Point', 'coordinates': [-64.778, 19.5838, 83]}"
1.69666E+12,"46 km WNW of Kuqa, China",4.7,earthquake,"{'type': 'Point', 'coordinates': [82.4101, 41.8792, 10]}"
1.69666E+12,"8 km W of Cuauhtémoc, Mexico",5.9,earthquake,"{'type': 'Point', 'coordinates': [-94.9609, 17.0943, 108.369]}"
1.69665E+12,"Izu Islands, Japan region",4.9,earthquake,"{'type': 'Point', 'coordinates': [140.4104, 30.0458, 10]}"
1.69665E+12,Central Alaska,3.9,earthquake,"{'type': 'Point', 'coordinates': [-150.9111, 62.3508, 68.5]}"
1.69665E+12,"92 km SE of King Cove, Alaska",4,earthquake,"{'type': 'Point', 'coordinates': [-161.4587, 54.3919, 43.694]}"
1.69664E+12,Kuril Islands,4.7,earthquake,"{'type': 'Point', 'coordinates': [153.8105, 47.1473, 10]}"
1.69664E+12,"Near the coast of Los Lagos, Chile",4.3,earthquake,"{'type': 'Point', 'coordinates': [-74.0903, -43.5792, 31.129]}"
1.69664E+12,,4.3,earthquake,"{'type': 'Point', 'coordinates': [143.2478, 30.96, 10]}"
1.69662E+12,"Izu Islands, Japan region",4.9,earthquake,"{'type': 'Point', 'coordinates': [139.8343, 30.0546, 10]}"
1.69662E+12,northeast of Taiwan,4.4,earthquake,"{'type': 'Point', 'coordinates': [123.6021, 25.1307, 6.619]}"
1.69662E+12,,4.9,earthquake,"{'type': 'Point', 'coordinates': [154.1314, 47.1026, 26.719]}"
1.69662E+12,Kuril Islands,4.6,earthquake,"{'type': 'Point', 'coordinates': [153.9833, 47.2528, 25.675]}"
1.69662E+12,"Volcano Islands, Japan region",4.4,earthquake,"{'type': 'Point', 'coordinates': [141.1741, 25.4107, 221.167]}"
1.69661E+12,"Rat Islands, Aleutian Islands, Alaska",4.1,earthquake,"{'type': 'Point', 'coordinates': [178.5913, 51.3331, 55.29]}"
1.6966E+12,"4 km NNW of Anchorage, Alaska",4.2,earthquake,"{'type': 'Point', 'coordinates': [-149.9258, 61.2601, 39.6]}"
1.6966E+12,,5.1,earthquake,"{'type': 'Point', 'coordinates': [140.1593, 30.1817, 10]}"
1.6966E+12,"Izu Islands, Japan region",4.9,earthquake,"{'type': 'Point', 'coordinates': [140.1302, 30.0732, 10]}"
1.69659E+12,"45 km N of Atka, Alaska",4.1,earthquake,"{'type': 'Point', 'coordinates': [-174.1197, 52.6045, 175.146]}"
1.69659E+12,Kuril Islands,4.8,earthquake,"{'type': 'Point', 'coordinates': [154.0002, 47.2404, 10]}"
1.69659E+12,"63 km SSW of Nikolski, Alaska",4.4,earthquake,"{'type': 'Point', 'coordinates': [-169.3575, 52.4583, 35]}"
1.69659E+12,"126 km S of Akhiok, Alaska",3.9,earthquake,"{'type': 'Point', 'coordinates': [-153.7912, 55.8295, 12]}"
1.69659E+12,,4.6,earthquake,"{'type': 'Point', 'coordinates': [153.8567, 47.2315, 10]}"
1.69659E+12,"130 km N of Lae, Papua New Guinea",4.9,earthquake,"{'type': 'Point', 'coordinates': [147.0769, -5.5454, 192.524]}"
1.69658E+12,"near the east coast of Honshu, Japan",4.5,earthquake,"{'type': 'Point', 'coordinates': [141.003, 37.2553, 81.632]}"
1.69658E+12,"Izu Islands, Japan region",4.8,earthquake,"{'type': 'Point', 'coordinates': [140.3639, 29.7229, 10]}"
1.69658E+12,,3.7,earthquake,"{'type': 'Point', 'coordinates': [-153.3597, 60.0714, 143.8]}"
1.69657E+12,,5.5,earthquake,"{'type': 'Point', 'coordinates': [139.9903, 30.146, 10]}"
1.69657E+12,,5,earthquake,"{'type': 'Point', 'coordinates': [140.0224, 29.9773, 10]}"
