Id,Year,Month,Day,Hour,Minute,Second,Tsunami,Country,Location Name,Latitude,Longitude,Focal Depth (km),Mag,MMI Int,Deaths,Injuries,Damage ($Mil),Houses Destroyed
10530,2021,1,19,2,46,22,,ARGENTINA,ARGENTINA:  SAN JUAN PROVINCE,-31.83,-68.806,20,6.4,6,,14,,
10531,2021,3,1,22,57,40,,COLOMBIA,"COLOMBIA: MEDELLIN, BETULIA",6.239,-76.098,10,5.1,9,2,,,
10532,2021,3,4,13,27,36,5769,NEW ZEALAND,NEW ZEALAND:  GISBORNE,-37.563,179.444,20,7.3,7,,,,
10533,2021,3,4,17,41,25,5770,NEW ZEALAND,"KERMADEC ISLANDS:  S OF, RAOUL",-29.613,-177.843,55,7.4,7,,,,
10534,2021,3,4,19,28,31,5771,KERMADEC ISLANDS (NEW ZEALAND),KERMADEC ISLANDS: SSE OF RAOUL ISLAND,-29.74,-177.267,19,8.1,9,,,,
10535,2021,3,3,10,16,10,,GREECE,"GREECE: TYRNAVOS, LARISA",39.764,22.176,10,6.3,9,,11,10,
10537,2021,3,18,0,4,6,5776,ALGERIA,ALGERIA: BEJAIA,36.915,5.199,8,6,8,,17,,
10538,2021,3,23,21,14,18,,CHINA,CHINA: XINGJIANG: AKSU,41.812,81.155,10,5.4,,3,,,
10539,2021,4,10,7,0,17,,INDONESIA,"INDONESIA: JAVA: LUMAJANG, MALANG",-8.562,112.519,82,6,5,10,39,,85
10542,2021,4,28,2,21,26,,INDIA,INDIA:  ASSAM,26.782,92.436,34,6,9,2,12,,
10544,2021,5,21,13,48,37,,CHINA,"CHINA: YUNNAN PROVINCE: YANGBI, YONGPING",25.761,100.011,9,6.1,8,3,28,49,
10545,2021,5,25,9,3,0,,RWANDA,RWANDA: RUBAVU; CONGO,-1.601,29.4,10,4.7,7,,,,
10550,2021,6,10,8,54,17,,CONGO,CONGO: SOUTH KIVU,-3.086,28.259,10,5,5,2,,,
10551,2021,6,16,4,43,7,5788,INDONESIA,INDONESIA: MALUKU,-3.593,129.503,10,5.8,6,,,,
10552,1978,11,4,15,22,19.4,,IRAN,"IRAN:  RASHT, SIAHBIL",37.684,48.996,34,6.3,7,26,,1.2,541
10553,2021,6,23,2,54,18,,PERU,PERU: CANETE: MALA,-12.687,-76.721,50,5.8,7,1,20,,6
10554,2013,6,15,16,11,2,5793,GREECE,GREECE:  CRETE,34.4,25.02,10,6.2,3,,,,
10555,2006,1,1,7,11,57,5795,JAPAN,JAPAN:  HONSHU:  S. OF,31.394,140.131,10,5.6,,,,,
10556,2018,5,6,6,3,33,5796,JAPAN,JAPAN:  HONSHU:  S. OF,31.444,140.193,10,5.4,,,,,
10557,2021,7,10,2,14,43,,TAJIKISTAN,TAJIKISTAN: RASHT; TOJIKOBOD,38.959,70.572,16,5.8,8,5,,,
10559,2021,7,29,6,15,47,5799,USA,ALASKA PENINSULA,55.325,-157.841,32,8.2,8,,,,
10560,2021,7,30,17,10,19,,PERU,PERU:  PIURA,-4.934,-80.602,32,6.2,7,,34,,42
10561,2021,8,11,17,46,14,5801,PHILIPPINES,PHILIPPINES:  MINDANAO,6.455,126.742,65,7.1,9,1,,,
10562,2021,8,12,18,32,54,,SOUTH GEORGIA AND THE SOUTH SANDWICH ISLANDS,SOUTH SANDWICH ISLANDS,-57.596,-25.187,63,7.5,,,,,
10563,2021,8,14,12,29,8,5803,HAITI,HAITI,18.408,-73.475,10,7.2,9,2248,12763,1600,53815
10564,2021,8,12,18,35,20,5802,SOUTH GEORGIA AND THE SOUTH SANDWICH ISLANDS,SOUTH SANDWICH ISLANDS,-58.416,-25.321,48,8.1,,,,,
10565,1994,9,16,6,20,18.7,5804,TAIWAN,TAIWAN REGION,22.528,118.711,13,6.7,,1,400,,
10566,2006,11,13,8,2,44.4,5805,TAIWAN,TAIWAN REGION,20.656,119.997,14,5.2,,,,,
10567,2021,8,26,2,14,22,,INDONESIA,INDONESIA: CENTRAL SULAWESI: TOJO UNA-UNA,-0.854,121.523,8,5.5,5,1,,,
10572,2021,9,8,1,47,47,5806,MEXICO,MEXICO:  GUERRERO,16.982,-99.773,20,7,7,3,,200,
10573,2012,3,8,22,50,8.4,,CHINA,CHINA: XINJIANG,39.383,81.307,38,5.9,,,36641,84,
10574,1981,7,23,0,5,30.7,,IRAN,IRAN:  URUMIYEH,37.141,45.23,33,5.8,7,10,,,
10575,2021,9,15,20,33,32,,CHINA,CHINA: SICHUAN PROVINCE: LUXIAN (LU),29.182,105.391,10,5.4,7,3,88,250,809
10576,2021,9,21,23,15,53,,AUSTRALIA,AUSTRALIA: MELBOURNE,-37.491,146.363,10,5.9,5,,,,
10577,2021,9,27,6,17,22,,GREECE,GREECE:  CRETE,35.252,25.26,8,6,8,1,20,,772
10580,2018,3,4,23,18,21,,USA,"OKLAHOMA: BRECKENRIDGE, ENID",36.473,-97.722,5,4.2,,,,,
10581,2018,6,13,13,6,44,,INDONESIA,"INDONESIA:  MADURA ISLAND, JAVA",-7.001,113.888,10,4.6,,,6,,
10582,2021,10,6,22,1,8,,PAKISTAN,PAKISTAN: BALOCHISTAN PROVINCE,30.22,68.014,9,5.9,8,42,229,,
10583,2021,10,12,9,24,3,5817,,GREECE: CRETE,35.193,26.256,10,6.4,8,,,,
10584,2018,9,28,7,0,14,,INDONESIA,INDONESIA:  SULAWESI,-0.401,119.771,4,6.1,,1,10,,
10585,2021,10,15,20,18,21,,INDONESIA,"INDONESIA:  BALI: KARANGASEM, BANGLI",-8.356,115.458,10,5.1,8,3,82,,366
10589,2021,11,14,12,8,38,,IRAN,IRAN:  HORMOZGAN PROVINCE,27.736,56.077,10,6.3,9,2,,165,
10590,2021,11,28,10,52,13,,PERU,PERU:  AMAZONAS,-4.49,-76.846,112,7.5,8,,3,,448
10591,2021,12,14,3,20,24,5822,INDONESIA,INDONESIA:  FLORES REGION,-7.603,122.2,18,7.3,9,,1,,41
10594,2021,5,21,18,4,13,,CHINA,CHINA: QINGHAI PROVINCE,34.598,98.251,10,7.3,9,20,300,,
10595,2021,2,17,18,35,35,,IRAN,"IRAN: ESFAHAN, KOHGILUYEH, BOYER-AHMAD",30.839,51.365,7,5.4,8,2,63,10,
10596,2021,3,20,9,9,43,,JAPAN,JAPAN:  HONSHU ISLAND,38.452,141.648,43,7,7,,11,550,
10597,2022,1,7,17,45,30,,CHINA,"CHINA: QINGHAI, GANSU",37.815,101.278,13,6.6,9,,9,510,
10598,2022,1,14,9,5,42,,INDONESIA,"INDONESIA: PANDEGLANG, BANTEN",-6.929,105.251,37,6.6,8,,1975,,395
10599,2022,1,17,11,40,8,,AFGHANISTAN,AFGHANISTAN: BADGHIS: QADIS,34.946,63.58,18,5.3,8,28,4,,800
10600,2022,1,24,13,16,23,,HAITI,HAITI: NIPPES,18.458,-73.337,10,5.3,7,2,52,,190
10601,2022,1,29,2,46,39,5828,KERMADEC ISLANDS (NEW ZEALAND),NEW ZEALAND: KERMADEC ISLANDS,-29.531,-176.749,10,6.5,,,,,
10602,2022,2,16,7,12,25,,GUATEMALA,"GUATEMALA: BAJA VERAPAZ, GUATEMALA, QUEZALTENANGO",14.193,-91.297,83,6.2,8,3,2,,2
10603,2022,2,25,1,39,27,,INDONESIA,"INDONESIA: W SUMATRA: PASAMAN, WEST PASAMAN",0.233,100.106,12,6.2,9,27,457,,103
10604,1978,10,7,9,19,52.1,,SOUTH KOREA,SOUTH KOREA: HONGSEONG,36.55,126.67,5,5,8,,,,17
10605,2022,3,16,14,36,33,5832,JAPAN,JAPAN:  OFF FUKUSHIMA,37.702,141.587,63,7.3,9,4,247,8800,217
10606,2022,3,22,17,41,38,,TAIWAN,"TAIWAN: HUALIEN, T'AIT-TUNG",23.412,121.562,24,6.7,7,,1,1.52,
10607,2022,3,30,20,56,58,5833,NEW CALEDONIA,NEW CALEDONIA:  LOYALTY ISLANDS,-22.716,170.286,10,6.9,7,,,,
10608,2022,3,31,5,44,1,5834,NEW CALEDONIA,NEW CALEDONIA:  LOYALTY ISLANDS,-22.579,170.354,10,7,6,,,,
10609,2022,3,27,4,28,13,,ECUADOR,ECUADOR:  ESMERALDAS,0.909,-79.589,26,5.8,8,1,2,,779
10610,2016,5,17,17,5,5,,CHINA,CHINA: YUNNAN PROVINCE: SHIMEN,26.085,99.575,51,4.8,,2,,60,
10611,2022,4,22,21,7,48,,BOSNIA-HERZEGOVINA,"BALKANS NW: BOSNIA-HERZEGOVINA: MOSTAR, STOLAC",43.061,18.176,10,5.7,7,1,2,,
10612,2022,4,23,1,39,41.6,,POLAND,POLAND:  SILESIAN:  JASTRZEBIE-ZDROJ,50.04,18.59,1,2.8,,10,,,
10617,2022,5,12,21,55,48,,PERU,"PERU: LIMA, CALLAO, CHILCA",-12.36,-76.89,55,5.4,7,2,11,,4
10622,2022,5,26,12,2,20,,PERU,PERU: PUNO,-14.863,-70.308,217,7.2,7,,,,2
10627,2022,6,1,9,0,8,,CHINA,CHINA: SICHUAN PROVINCE,30.416,102.989,10,5.9,7,4,41,,
10629,2022,5,25,21,43,2,5850,MEXICO,MEXICO:  OAXACA,16.325,-95.856,34,5.5,5,,,,
10631,2022,6,9,17,28,37,,CHINA,CHINA:  SICHUAN PROVINCE,32.365,101.878,16,5.9,8,,4,,
10633,2022,6,21,20,54,36,,AFGHANISTAN,AFGHANISTAN: PAKTIKA PROVINCE; PAKISTAN,33.092,69.514,10,5.9,9,1039,2949,,1900
10635,2022,7,1,21,32,8,,IRAN,IRAN:  HORMOZGAN PROVINCE,26.935,55.254,16,6,,5,110,142,
10636,2022,7,5,8,47,26.4,,RUSSIA,RUSSIA:  KEMEROVO,53.75,88.04,10,4.4,,2,,,
10637,2022,7,12,23,36,11,,PERU,"PERU: MOQUEGUA, AREQUIPA",-16.783,-71.31,10,5.5,7,,3,,5
10638,2022,7,14,22,30,12,,ECUADOR,ECUADOR: GUAYAS,-2.04,-79.811,73,5.7,5,1,,,
10640,2022,7,27,0,43,24,5855,PHILIPPINES,PHILIPPINES: LUZON: ABRA,17.56,120.801,10,7,9,11,609,48.48,856
10641,2022,9,4,21,57,35,,AFGHANISTAN,"AFGHANISTAN: KUNAR, LAGHMAN, NANGARHAR",34.662,70.702,10,5.1,7,8,,,
10642,2022,9,5,4,52,19,,CHINA,CHINA:  SICHUAN PROVINCE,29.726,102.279,10,6.6,9,118,400,,
10643,2022,9,10,23,46,57,,PAPUA NEW GUINEA,"PAPUA NEW GUINEA: MOROBE, EASTERN HIGHLANDS",-6.256,146.469,90,7.6,8,21,30,,1076
10644,1963,11,9,21,15,32.3,,BRAZIL,BRAZIL: ACRE,-9.127,-71.483,590,7.6,,,,,
10645,2022,9,19,18,5,6,5859,MEXICO,"MEXICO:  MICHOACAN, COLIMA, JALISCO",18.367,-103.252,15,7.6,9,2,10,25,800
10646,2022,9,18,6,44,14,,TAIWAN,TAIWAN:  HUALIEN,23.159,121.316,10,6.9,9,1,140,3.7,
10647,2022,9,22,6,16,9,5861,MEXICO,"MEXICO: MEXICO CITY, MICHOACAN",18.308,-102.923,24,6.8,8,3,5,,
10648,2022,9,30,19,28,40,,INDONESIA,INDONESIA:  SUMATRA,2.109,98.928,21,5.9,7,1,,,
10649,2022,10,5,0,21,29,,IRAN,IRAN:  KHOY; WEST AZERBAIJAN,38.511,45.038,15,5.6,7,,1127,,
10650,2022,10,5,8,26,21,,PERU,PERU:  PIURA,-4.912,-80.56,48,5.8,8,1,2,,
10651,2022,10,25,14,59,3,,PHILIPPINES,PHILIPPINES: LUZON: ABRA,17.662,120.823,27,6.4,8,,139,1.444,434
10652,2022,11,8,20,27,23,,NEPAL,NEPAL:  SUDURPASHCHIM PROVINCE,29.274,81.149,18,5.7,7,6,8,,
10653,2022,11,11,10,48,45,5866,TONGA,TONGA ISLANDS,-19.318,-172.1,24,7.3,5,,,,
10654,2022,11,21,6,21,10,,INDONESIA,INDONESIA: W JAVA: CIANJUR,-6.853,107.095,10,5.6,8,635,,,13633
10655,2022,11,22,2,3,7,5867,SOLOMON ISLANDS,SOLOMON ISLANDS: HONIARA,-9.812,159.596,15,7,8,,3,,
10656,2022,11,30,10,48,0,5869,NEW ZEALAND,NEW ZEALAND:  TAUPO,-38.808,175.906,7,5.4,9,,,,
10657,2022,12,20,10,34,24,,USA,CALIFORNIA:  HUMBOLDT COUNTY,40.525,-124.423,17,6.4,8,2,17,250,150
10658,2023,1,9,17,47,35,5871,INDONESIA,INDONESIA:  BANDA SEA,-7.049,130.038,105,7.6,5,,,,37
10659,2023,1,24,8,58,32,,NEPAL,INDIA: UTTAR PRADESH; NEPAL: SUDURPASHCHIM PROVINCE,29.597,81.652,25,5.6,7,4,,,
10660,2022,1,2,7,2,13,,CHINA,CHINA:   YUNNAN PROVINCE,27.8,100.718,35,5.4,7,,30,51,
10661,2023,1,28,18,14,45,,IRAN,IRAN:  KHVOY (KHOY),38.424,44.909,16,5.9,8,3,1017,,370
10662,2023,2,6,1,17,35,5873,TURKEY,TURKEY; SYRIA,37.166,37.042,17,7.8,9,56697,119200,87500,542461
10663,2023,2,6,10,24,49,,TURKEY,TURKEY; SYRIA,38.024,37.203,10,7.5,9,,,,
10664,2023,2,9,6,28,0,,INDONESIA,INDONESIA: NEW GUINEA: IRIAN JAYA: JAYAPURA,-2.635,140.557,22,5.1,8,4,,,15
10665,2023,2,20,17,4,29,,TURKEY,TURKEY; SYRIA,36.109,36.017,16,6.3,9,6,200,,
10667,2023,2,27,9,4,51,,TURKEY,TURKEY:  MALATYA,38.229,38.283,10,5.2,7,2,140,,31
10671,2023,3,16,0,56,2,5876,KERMADEC ISLANDS (NEW ZEALAND),KERMADEC ISLANDS,-30.115,-176.112,22,7,8,,,,
10672,2023,3,7,6,2,34,,PHILIPPINES,PHILIPPINES:  MINDANAO:  DAVAO,7.472,126.027,38,6,8,,35,3.1,896
10673,2023,3,18,17,12,52,,ECUADOR,"ECUADOR: AZUAY, EL ORO, GUAYAS",-2.837,-79.844,65,6.8,9,14,494,,258
10674,2023,3,21,16,47,23,,AFGHANISTAN,AFGHANISTAN: LAGHMAN;  PAKISTAN,36.523,70.979,187,6.5,7,14,181,,22
10675,2023,4,2,18,4,11,,PAPUA NEW GUINEA,PAPUA NEW GUINEA: EAST SEPIK,-4.326,143.159,70,7,7,8,11,,876
10676,2023,3,22,20,7,44,,TAJIKISTAN,TAJIKISTAN: SUGHD,39.383,69.881,11,5.8,6,,3,,
10677,2014,5,23,20,49,22,,CHINA,CHINA:   YUNNAN PROVINCE,24.974,97.844,8,5.8,,,15,60,
10678,2013,12,16,5,4,54.4,,CHINA,CHINA:  HUBEI PROVINCE,31.066,110.412,18,5.1,,,,6.3,
10682,2023,4,24,20,0,57,5878,INDONESIA,INDONESIA:  SUMATRA:  MENTAWAI ISLANDS,-0.799,98.524,34,7.1,,,,,
10683,2023,4,24,0,41,55,5879,KERMADEC ISLANDS (NEW ZEALAND),KERMADEC ISLANDS:  S OF,-29.968,-177.826,43,7.1,,,,,
10692,2023,5,5,5,42,4,5880,JAPAN,"JAPAN: HONSHU: ISHIKAWA, TOYAMA",37.54,137.305,8,6.2,8,1,34,,3
10693,2023,5,10,16,2,0,,TONGA,TONGA: HIHIFO,-15.6,-174.608,210,7.6,,,,,
10694,2023,5,19,2,57,6,5881,NEW CALEDONIA,NEW CALEDONIA:  LOYALTY ISLANDS,-23.229,170.694,37,7.7,,,,,
10695,2023,5,20,1,51,1,5882,NEW CALEDONIA,NEW CALEDONIA:  LOYALTY ISLANDS,-23.062,170.456,36,7.1,,,,,
10696,2023,6,6,9,11,23,,HAITI,HAITI,18.702,-74.235,9,4.9,,4,36,,
10697,2023,6,7,9,53,50,,MYANMAR (BURMA),"MYANMAR (BURMA): MAUBIN, AYEYARWADY",16.873,95.553,19,4.8,,2,1,,
10698,2023,6,13,8,3,40,,INDIA,INDIA: KASHMIR: KISHTWAR,33.096,75.896,10,5,6,,5,,
10699,2023,6,16,16,38,28,,FRANCE,FRANCE: CHARENTE-MARITIME: LA LAIGNE,46.212,-0.785,5,4.8,,,,,
10700,2023,6,30,12,57,42,,INDONESIA,INDONESIA: JAVA: YOGYAKARTA,-8.674,110.041,85,5.8,,1,25,,3
10701,2023,7,16,6,48,22,5883,USA,ALASKA PENINSULA,54.46,-160.76,32,7.2,6,,,,
10702,2023,8,5,18,33,58,,CHINA,CHINA: SHANGDONG PROVINCE: PINGYUAN,37.231,116.355,10,5.4,,,24,,213
10703,2023,8,6,10,9,22,,INDONESIA,INDONESIA: SULAWESI: SIGI,-1.078,120.273,10,5.3,,,1,,14
10704,2023,8,17,17,4,49,,COLOMBIA,"COLOMBIA: BOGOTA, BOYACA, CUNDINAMARCA, META,",4.418,-73.511,10,6.3,,2,,,20
10705,2023,9,8,22,11,1,,MOROCCO,"MOROCCO: MARRAKECH, SAFI",31.073,-8.407,18,6.8,,2946,5674,,19096
10706,2023,10,3,9,21,4,,NEPAL,NEPAL:  DIPAYAL,29.499,81.253,20,5.7,8,,27,,334
10707,2023,10,5,1,59,58,5890,JAPAN,JAPAN:  IZU ISLANDS,29.94,139.95,10,6.1,,,,,
10708,2023,10,7,6,41,3,,AFGHANISTAN,AFGHANISTAN: HERAT,34.61,61.924,14,6.3,,1480,1950,,2862
10709,2023,10,8,20,25,23,5891,JAPAN,JAPAN:  IZU ISLANDS,29.707,139.902,10,4.9,,,,,
10710,2023,10,11,0,41,56,,AFGHANISTAN,AFGHANISTAN: HERAT,34.557,62.045,9,6.3,,3,164,,
10711,2023,10,7,8,40,13,,PAPUA NEW GUINEA,PAPUA NEW GUINEA:  MADANG,-5.507,146.198,76,6.9,,,,,200
10712,2023,10,15,3,36,0,,AFGHANISTAN,AFGHANISTAN: HERAT,34.609,62.112,6,6.3,,4,153,,
