Id,Year,Month,Day,Hour,Minute,Second,Tsunami,Country,Location Name,Latitude,Longitude,Focal Depth (km),Mag,MMI Int,Deaths,Injuries,Damage ($Mil),Houses Destroyed
5110,1986,10,5,18,53,20.9,,SOUTH AFRICA,"SOUTH AFRICA:  MOUNT FRERE, DURBAN",-30.546,28.737,5,4.8,4,,,,
5111,1986,10,10,17,49,24.1,,EL SALVADOR,EL SALVADOR:  SAN SALVADOR,13.827,-89.118,7,5.4,,1100,10000,1500,
5113,1986,10,11,9,0,10.5,,TURKEY,"TURKEY:  AYDIN, DENIZLI-IZMIR-MANISA",37.931,28.574,5,5.5,,,3,,50
5114,1986,10,16,19,54,10.4,,PAKISTAN,PAKISTAN:  KHUZDAR,27.727,66.65,43,4.5,,,,,150
5115,1986,10,20,6,46,9.9,2166,KERMADEC ISLANDS (NEW ZEALAND),KERMADEC ISLANDS:  RAOUL,-28.117,-176.367,29,8.1,,,,,
5116,1986,11,14,21,20,10.5,3507,TAIWAN,"TAIWAN:  TAIPEI, HUALIEN",23.901,121.574,34,7.8,8,15,44,,
5117,1986,11,25,13,59,42.3,,BOSNIA-HERZEGOVINA,"BALKANS NW:  BOSNIA-HERZEGOVINA: STRMICA, KNIN",44.12,16.339,30,5.5,8,,12,,
5118,1986,11,30,5,19,48.2,,BRAZIL,"BRAZIL:  JOAO CAMARA, NATAL",-5.494,-35.769,5,4.8,,1,,5,1500
5119,1986,12,7,14,17,9.5,,BULGARIA,BULGARIA:  VELIKO TURNOVO-TURGOVISHTE,43.274,25.912,21,5.6,7,3,60,5,
5120,1986,12,19,5,47,29,,CHILE,"CHILE:  CENTRAL, VALPARAISO",-33.071,-72.084,33,5,3,,,,16
5121,1986,12,20,23,47,8.9,,IRAN,"IRAN:  S MAMASANI, SHIRAZ, NORABAD",29.985,51.623,26,5,,,,,80
5122,1987,1,5,22,52,46.5,,CHINA,CHINA:  S XINJIANG PROVINCE:  BAICHENG,41.964,81.319,17,5.8,,,,,
5123,1987,1,24,8,9,21.3,,CHINA,"CHINA:  XINGJIANG WEIWUER ZIZHIQU PROVINCE, WUSHI",41.529,79.318,29,5.9,,,,,417
5124,1987,1,26,11,11,41.8,,ALGERIA,"ALGERIA:  MOHAMMADIA, QUED, FODDA, TISSEMSILT",35.964,1.374,10,4.3,,1,7,1,629
5126,1987,2,8,18,33,58.3,2168,PAPUA NEW GUINEA,"PAPUA NEW GUINEA:  HUON PENINSULA, UMBOI ISLAND",-6.088,147.689,55,7.6,7,3,,2.625,
5127,1987,3,2,1,42,34.1,,NEW ZEALAND,"NEW ZEALAND:  NORTH ISLAND, WHAKATANI, EDGECUMBE",-37.965,176.765,19,6.6,10,1,25,210,
5129,1987,3,5,9,17,5.2,2169,CHILE,"CHILE:  ANTOFAGASTA, ARICA",-24.388,-70.161,62,7.3,6,1,,,
5130,1987,3,6,4,10,44.4,,ECUADOR,"ECUADOR:  NAPO PROVINCE, QUITO, TULCAN",0.083,-77.785,10,7.2,,5000,,1500,
5132,1987,3,18,3,36,30.3,2170,JAPAN,"JAPAN:  KYUSHU:  MIYAZAKI, NAZE",32.034,131.837,54,6.7,,2,5,,
5133,1987,4,25,12,16,52.4,,PHILIPPINES,"PHILIPPINES:  MANILA, CUBI POINT",16.066,120.301,107,6.3,5,,,,
5134,1987,4,25,19,22,7.2,,INDONESIA,"INDONESIA:  SUMATERA:  N, TARUTUNG-LAKE TOBA,",2.244,98.866,11,6.6,,2,22,1,300
5135,1987,5,23,17,9,4.4,,PHILIPPINES,PHILIPPINES:  MINDANAO:  TALAKAG-MALAYBALAY,8.047,125.41,32,5.2,2,1,2,,
5136,1987,5,29,6,27,50.7,,IRAN,"IRAN:  W, NAHAVAND-HAMADEN-TUYSARKAN",34.076,48.266,41,4.6,,2,50,,
5137,1987,8,2,9,7,35.5,,CHINA,CHINA:  GANZHOU PROVINCE:  XUNWU,24.924,115.608,29,4.9,4,,84,,37000
5138,1987,8,8,15,48,56.7,,CHILE,"CHILE:  ARICA, IQUIQUE",-19.022,-69.991,70,6.9,7,5,112,1,1000
5139,1987,8,13,15,23,6.9,,PERU,"CHILE:  ARICA; PERU:  AREQUIPA, TACNA",-17.897,-70.931,37,6.4,5,1,1,,
5140,1987,9,3,6,40,13.9,,AUSTRALIA,AUSTRALIA:  MACQUARIE ISLAND,-58.893,158.513,33,7.7,,,,,
5141,1987,9,4,16,42,49.1,,ITALY,ITALY:  PORTO SAN GIORGIO-PERMO-PDEASO AREA,43.242,13.874,19,4.6,8,,2,,
5142,1987,9,22,13,43,37.6,,ECUADOR,"ECUADOR:  AMBATO, LATACUNGA, RIOBAMBA",-0.978,-78.05,10,6.2,,2,12,,
5143,1987,10,1,14,42,20,,USA,CALIFORNIA:  WHITTIER,34.061,-118.078,10,5.7,8,8,200,358,
5145,1987,10,2,22,27,55.8,,PERU,"PERU:  SANTAOG DE CHUCO, TRUJILLO, CHIMBOTE",-8.143,-77.954,20,5.1,4,3,,,
5146,1987,10,4,10,59,38.1,,USA,"CALIFORNIA:  WHITTIER, PASADENA",34.07,-118.1,8,4.8,,1,,,
5147,1987,10,16,20,48,1.6,2176,PAPUA NEW GUINEA,"PAPUA NEW GUINEA:  NEW BRITAIN:  KANDRIAN, KIMBTE",-6.266,149.06,48,7.7,8,,,,
5148,1987,11,24,1,54,14.5,,USA,CALIFORNIA:  SUPERSTITION HILLS,33.082,-115.775,5,6.2,6,2,,3,
5150,1987,11,26,1,43,14,2178,INDONESIA,"INDONESIA:  TIMOR:  PANTAR, MOUNT SIRUNG",-8.247,124.155,33,6.5,,125,108,5,237
5152,1987,11,30,19,23,19.5,2179,USA,ALASKA:  YAKUTAT,58.679,-142.786,10,7.9,6,,,,
5153,1987,12,17,2,8,19.9,,JAPAN,"JAPAN:  HONSHU:  CHIBA PERFECTURE, TOKYO",35.362,140.214,63,6,8,2,66,5,
5154,1988,1,3,21,32,25.3,,CHINA,CHINA:  LINGWU,38.111,106.336,14,5.5,,,60,,10000
5155,1988,1,9,1,2,46.7,,ALBANIA,"ALBANIA:  TIRANA, ULCINJ-BAR",41.246,19.63,24,5.8,7,,,,
5156,1988,1,22,0,35,58,,AUSTRALIA,AUSTRALIA:  TENNANT CREEK,-19.847,133.803,5,6.3,,,,,
5157,1988,1,22,12,4,57.8,,AUSTRALIA,AUSTRALIA:  TENNANT CREEK,-19.829,133.882,5,6.7,9,,,,
5158,1988,2,6,14,50,45.2,,BANGLADESH,BANGLADESH:  SYLHET; INDIA:  TIPURA-ASSAM,24.688,91.57,33,5.8,,2,100,,
5159,1988,3,6,22,35,36.9,2181,USA,ALASKA:  GULF OF ALASKA:  ANCHORAGE,57.262,-142.747,15,7.8,5,,,,
5160,1988,3,30,2,12,42.8,,IRAN,"IRAN:  DEH DASHT, BAHBAHAN",30.89,50.194,33,5.7,,,,,
5161,1988,6,19,20,19,52.6,,PHILIPPINES,"PHILIPPINES:  MINDORO:  SAN JOSE, CALAPAN",12.376,121.067,17,6.2,7,2,2,,
5162,1988,7,5,20,32,7.2,2183,PAPUA NEW GUINEA,"PAPUA NEW GUINEA:  NEW BRITAIN:  KANDRIAN, ARAWE",-5.964,148.78,53,6.8,5,,,,
5163,1988,7,20,23,15,36.6,,TAIWAN,"TAIWAN:  HUALIEN, SU-HUA",23.902,121.598,51,5.7,,1,1,,
5164,1988,8,6,0,36,24.6,2372,MYANMAR (BURMA),"MYANMAR (BURMA);  INDIA:  GAUHATI, SIBSAGAR, IMPHAL",25.149,95.127,91,7.2,6,3,42,,
5165,1988,8,10,4,38,29.2,2184,SOLOMON ISLANDS,"SOLOMON ISLANDS:  SAN CRISTOBAL, GUADALCANAL",-10.258,160.896,36,7.6,,,,,
5166,1988,8,11,16,4,45.6,,IRAN,"IRAN:  S, MAMASANI, BUSHEHR, NURABAD",29.974,51.679,33,6.1,,1,,,
5167,1988,8,20,23,9,9.5,5735,NEPAL,"NEPAL-INDIA:  KATHMANDU, BIHAR",26.755,86.616,57,6.6,8,998,,131.5,
5170,1988,9,6,0,42,33.7,,PAPUA NEW GUINEA,PAPUA NEW GUINEA:  KAIAPIT (LANDSLIDE GENERATED),-6.06,146.23,0,4.3,,,,,
5171,1988,9,25,20,52,14.7,,TAJIKISTAN,"TAJIKISTAN:  ROSHTKALA, KHOROG",37.18,71.811,11,5,6,,,,
5172,1988,10,16,12,34,5.6,,GREECE,"GREECE:  IONIAN SEA:  KILINI, VARTHOLOMION",37.938,20.932,25,5.8,8,,,,
5173,1988,10,31,10,12,58.4,,ALGERIA,"ALGERIA:  BLIDA, MEDEA-ALGIERS",36.443,2.759,12,5.6,,,,,
5174,1988,11,3,14,47,10.7,,GUATEMALA,"GUATEMALA:  S PALIN, SAN VICENTE PACAYA",13.881,-90.45,69,6,6,5,,,
5175,1988,11,3,19,42,18.1,,USA TERRITORY,PUERTO RICO:  MONA PASSAGE:  CATANO,19.08,-67.256,33,5.7,5,,,,
5176,1988,11,6,13,3,19.3,,CHINA,CHINA:  YUNNAN PROVINCE,22.789,99.611,18,7.3,10,738,3900,269,412000
5178,1988,11,6,13,15,43.3,,CHINA,CHINA:  YUNNAN PROVINCE,23.181,99.439,10,6.4,,,,,
5179,1988,11,10,1,17,49.4,,CHINA,"CHINA:  E, QINZHOU-FANGCHENG, NANNING",21.23,108.545,10,4.6,,,71,,
5180,1988,11,12,3,34,48.6,,JAMAICA,"JAMAICA:  ST ANDREW, JACKS HILL",18.068,-76.597,16,4.7,6,,,,
5181,1988,11,17,6,55,46,,PHILIPPINES,"PHILIPPINES:  SAMAR:  CATARMAN, CATBALOGAN",12.399,124.537,19,6.6,6,,29,,
5182,1988,11,21,16,55,52.5,,AZORES (PORTUGAL),AZORES:  SAO MIGUEL ISLAND,37.938,-26.142,11,5.3,7,,,,
5183,1988,11,25,23,46,4.5,,CANADA,"CANADA:  QUEBEC:  SAGUENAY, QUEBEC CITY",48.117,-71.183,29,5.8,7,,,,
5184,1988,12,7,7,41,24.2,,ARMENIA,"ARMENIA:  LENINAKAN, SPITAK, KIROVAKAN",40.987,44.185,5,6.8,10,25000,,16200,
5187,1989,1,22,23,2,7.1,,TAJIKISTAN,"TAJIKISTAN:  SHARORA, GISSAR",38.465,68.694,33,5.3,7,274,,24.8,
5188,1989,3,8,11,44,32.3,,INDONESIA,"INDONESIA:  MOLUCCA PASSAGE:  MOROTAI, TANAWANGU",1.031,126.189,32,5.6,,,,,
5189,1989,3,10,8,0,48.7,,TURKEY,"TURKEY:  ERZURUM, KARS",40.027,41.816,10,4.4,,,,,
5190,1989,3,10,14,14,10.2,,PAPUA NEW GUINEA,PAPUA NEW GUINEA:  NEW BRITAIN:  RABAUL,-4.346,152.797,53,5.4,5,1,,,
5191,1989,3,10,21,49,45.8,,MALAWI,"MALAWI:  SALIMA, DEDZA, MOHINJI",-13.702,34.42,30,6.1,,9,100,28,
5192,1989,4,15,20,34,8.9,,CHINA,CHINA:  SICHUAN PROVINCE:  BATANG,29.987,99.195,13,6.2,,11,42,164,
5194,1989,4,25,14,29,0.5,,MEXICO,"MEXICO:  MEXICO CITY, ACAPULCO",16.773,-99.328,19,6.8,6,3,,,
5195,1989,5,3,9,13,24.2,,IRAN,"IRAN:  SW, SHIRAZ, MAMASANI",29.964,51.655,33,5.1,,,,,
5196,1989,5,4,0,22,6.7,,VENEZUELA,"VENEZUELA:  FALCON, CARABOBO, CARACAS",11.038,-68.27,16,5.2,,,,,
5197,1989,5,7,0,38,18.5,,CHINA,"CHINA:  YUNNAN PROVINCE:  GENGMA, LANCANG, MENGLIAN",23.553,99.526,33,5.6,,1,91,54,5300
5198,1989,5,23,10,54,46.3,2185,AUSTRALIA,MACQUARIE ISLAND:  MACQUARIE STATION; NEW ZEALAND,-52.341,160.568,10,8.2,7,,,,
5199,1989,5,27,20,8,37.3,,IRAN,"IRAN:  DO GOBADAN, FARS, YASUJ",30.167,50.921,31,5.8,,114,,5,
5201,1989,6,12,0,4,9.7,,BANGLADESH,BANGLADESH:  BANARIPARA,21.861,89.763,6,5.1,,1,,,
5202,1989,6,25,20,37,32.4,,ECUADOR,"ECUADOR:  ESMERALDAS, GUAYAQUIL",1.134,-79.616,15,6.1,7,,,,
5203,1989,6,26,3,27,3.9,2186,USA,HAWAIIAN ISLANDS:  PUNA DISTRICT,19.362,-155.083,9,6.1,6,,5,,105
5204,1989,6,26,10,38,39.4,,AZORES (PORTUGAL),"AZORES:  GRACIOSA, TERCEIRA",39.112,-28.242,11,5.7,6,,,,
5205,1989,7,9,2,9,9.1,,JAPAN,"JAPAN:  HONSHU:  ITO, AJIRO",34.942,139.193,5,5,6,,,,
5206,1989,7,14,20,42,40,,INDONESIA,INDONESIA:  TIMOR:  ALOR,-8.081,125.129,10,6.2,,,,,
5207,1989,8,1,0,18,4.8,,INDONESIA,"INDONESIA:  KURIMA DISTRICT, BALIEM RIVER",-4.511,139.022,14,5.8,,120,125,1,
5208,1989,8,3,7,42,40.8,,RUSSIA,"RUSSIA:  GROZNYY, BUYNAKSK",43.522,45.362,18,5,6,1,,,
5209,1989,8,20,11,16,56.5,,DJIBOUTI,"DJIBOUTI: GALAFI, YABAKI;  ETHIOPIA",11.766,41.942,12,6.3,9,6,,,
5210,1989,9,4,5,20,55.9,,INDONESIA,INDONESIA:  TEMBAGAPURA,-4.219,136.667,9,6,,,,,
5211,1989,9,22,2,25,50.8,,CHINA,CHINA:  SICHUAN PROVINCE:  XIAOJIN COUNTY,31.583,102.433,15,6.1,,1,151,,4270
5212,1989,10,1,2,59,6.3,,IRAN,IRAN:  DEH BORZORG-E SISAKHT,30.96,51.421,42,4.7,,,,,
5213,1989,10,18,0,4,15.2,2188,USA,CALIFORNIA:  LOMA PRIETA,37.036,-121.883,19,6.9,9,62,3757,5600,
5215,1989,10,18,14,57,22.4,,CHINA,CHINA:  SHANXI AND HEBEI PROVINCES; DATONG,39.893,113.884,10,5.3,8,29,193,,30000
5216,1989,10,29,19,9,12.9,2919,ALGERIA,"ALGERIA:  ALGIERS, CHERCHELL, TIPAZA",36.788,2.448,6,5.7,8,30,245,5,
5217,1989,11,1,18,25,34.9,2190,JAPAN,"JAPAN:  HONSHU: N, AOMORI, MISAWA",39.837,142.76,29,7.4,6,,,,
5218,1989,11,20,3,21,7.8,,CHINA,CHINA:  SICHUAN PROVINCE:  JIANGBEI COUNTY,29.882,106.804,33,4.7,,4,161,5,5000
5219,1989,11,20,4,19,4.6,,IRAN,"IRAN:  SHAHDAD, KERMAN PROVINCE",29.892,57.718,18,5.9,,3,45,,
5220,1989,12,15,18,43,45,,PHILIPPINES,"PHILIPPINES:  MINDANAO:  COTABATO, DAVAO",8.337,126.729,24,7.5,6,2,,1,
5221,1989,12,27,23,26,57,,AUSTRALIA,AUSTRALIA:  NEWCASTLE,-32.967,151.619,10,5.4,8,12,100,1000,
5222,1990,2,8,7,15,32.2,5440,PHILIPPINES,"PHILIPPINES:  BOHOL, CEBU, CAGAYAN DE ORO, CAMIGUIN",9.755,124.694,26,6.6,7,,300,0.9,
5223,1990,2,28,23,43,36.6,,USA,"CALIFORNIA:  S,  CLAREMONT,  COVINA",34.14,-117.7,5,5.5,7,,30,12.7,
5224,1990,3,4,19,46,19.6,,PAKISTAN,"PAKISTAN:  KALAT, QUETTA, MASTUNG",28.925,66.331,10,6.1,,11,40,1,
5225,1990,3,25,13,22,57.2,2192,COSTA RICA,"COSTA RICA:  PUNTARENAS, SAN JOSE",9.907,-84.753,20,7.3,8,,15,,8
5226,1990,3,25,14,17,18.8,,TAJIKISTAN,TAJIKISTAN:  PAMIR MOUNTAINS,37.034,72.942,33,6.3,6,,,,
5227,1990,3,26,22,47,16.7,,PHILIPPINES,PHILIPPINES:  SANTIAGO,9.253,125.606,39,5.5,4,1,2,,
5228,1990,4,2,13,46,31.7,,UK,"UNITED KINGDOM:  MANCHESTER, LIVERPOOL",52.314,-2.985,18,4.7,6,,,,
5229,1990,4,5,21,12,35.5,2194,USA TERRITORY,NORTHERN MARIANA ISLANDS:  SAIPAN; GUAM,15.125,147.596,11,7.5,4,,,,
5230,1990,4,17,1,59,33.4,,CHINA,CHINA:  S XINJIANG:  WUQIA COUNTY,39.436,74.9,33,6.2,,,2,,
5231,1990,4,18,13,39,19,,INDONESIA,INDONESIA:  MINAHASSA PENINSULA: BOLAANG-GORONTALO,1.186,122.857,26,7.6,,3,25,,
5232,1990,4,18,19,38,8.9,,IRAN,IRAN:  HANNA,31.107,51.678,47,4.7,,,,,
5233,1990,4,26,9,37,15,,CHINA,CHINA:  QINGHAI PROVINCE:  GANGHE-XINGHAI,35.986,100.245,8,6.9,,126,2049,58.35,66800
5235,1990,5,5,7,21,29.5,,ITALY,ITALY:  POTENZA,40.775,15.766,10,5.4,7,2,16,,
5236,1990,5,13,4,23,9.6,,NEW ZEALAND,"NEW ZEALAND:  DANNEVIRKE,  WELLINGTON",-40.296,176.064,21,6.3,8,,,,
5237,1990,5,20,2,22,1.6,,SOUTH SUDAN,"SOUTH SUDAN:  JUBA, MAYA;  UGANDA: NAKURA",5.121,32.145,15,7.1,,31,,,
5239,1990,5,24,20,0,8.1,,SOUTH SUDAN,"SOUTH SUDAN:  JUBA, KAPENGURIA",5.358,31.848,16,7,,,,,
5240,1990,5,30,2,34,5.8,,PERU,PERU:  MOYABAMBA-RIOJO,-6.016,-77.229,24,6.5,6,200,8130,1,
5241,1990,5,30,10,40,6.1,,ROMANIA,"ROMANIA:  BUCHAREST, BRAILA, BRASOV",45.841,26.668,89,6.7,6,14,700,23.7,
5242,1990,5,31,0,17,47.8,,ROMANIA,"ROMANIA:  KISHINEV, CIS",45.811,26.769,88,6.1,5,,,,
5243,1990,6,8,0,31,50,,COSTA RICA,COSTA RICA:  SANTIAGO DE PURISCAL,9.855,-84.327,10,4.6,,,,,
5244,1990,6,9,1,14,34.5,,PERU,"PERU:  N, RIOJA, MOYOBAMBA, IQUITOS",-6.062,-77.136,26,4.9,6,1,,,14
5245,1990,6,14,7,40,56.2,,PHILIPPINES,"PHILIPPINES:  CULASI, PANAY",11.76,121.899,18,7.1,6,4,15,,
5246,1990,6,14,12,47,28.8,,KAZAKHSTAN,"KAZAKHSTAN:  UST, ZAYSAN",47.869,85.076,58,6.8,5,1,,,3000
5247,1990,6,17,4,51,45.5,,PAKISTAN,PAKISTAN:  BALUCHISTAN,27.398,65.719,15,6.3,,,6,,
5248,1990,6,20,21,0,9.9,5703,IRAN,"IRAN:  RASHT, QAZVIN, ZANJAN,  RUDBAR, MANJIL",36.957,49.409,19,7.3,7,40000,105000,7200,100000
5250,1990,6,21,9,2,14.6,,IRAN,"IRAN:  LOWSHAN, MANJIL",36.636,49.799,15,5.6,7,20,,,
5251,1990,7,6,0,16,20.4,,INDONESIA,"INDONESIA:  JAVA:  W, KUNINGAN, MAJALENGA",-6.904,108.12,14,4.8,,,103,,10300
5252,1990,7,13,14,20,43.4,,AFGHANISTAN,AFGHANISTAN:  HINDU KUSH:  PIK LENINA,36.415,70.789,217,5.6,4,43,,,
5253,1990,7,16,7,26,34.6,,PHILIPPINES,"PHILIPPINES:  BAGUIO,  CABANATUAN, DAGUPAN",15.679,121.172,25,7.8,9,2412,3000,369.6,
5255,1990,7,18,11,29,24.9,,TURKEY,"TURKEY:  CAMELI, DENIZLI",36.99,29.595,17,5.1,,,,,
5256,1990,7,27,12,37,59.5,,VANUATU,VANUATU ISLANDS:  ESPIRITU SANTO,-15.355,167.464,126,6.4,5,,2,,
5257,1990,8,3,9,15,6.1,,KAZAKHSTAN,"KAZAKHSTAN:  AKKAL, UST",47.963,84.961,33,6.1,7,,8,,500
5258,1990,8,11,2,59,54.9,,ECUADOR,"ECUADOR:  PAMASQUI,  QUITO",-0.059,-78.449,5,4.4,,4,10,,
5259,1990,9,26,23,8,23.9,,SOUTH AFRICA,SOUTH AFRICA:  WELKOM,-28.014,26.727,5,4.2,,2,5,,
5260,1990,9,27,21,12,32.5,,KAZAKHSTAN,KAZAKHSTAN:  ZAYSAN,47.903,84.961,33,4.5,6,,,,
5261,1990,10,18,9,30,44.4,,SOUTH AFRICA,SOUTH AFRICA:  CHARLETONVILLE,-26.39,27.349,5,4,,10,6,,
5262,1990,10,20,8,7,27.5,,CHINA,CHINA:  GANSU PROVINCE:  TIANZHU,37.093,103.781,12,5.8,4,7,92,,87000
5263,1990,10,25,4,53,59.9,,AFGHANISTAN,"AFGHANISTAN:  HINDU KUSH:  CHITRAL, MARDAN, MALAKAND",35.121,70.486,114,6,4,11,250,,
5264,1990,11,6,18,45,52.2,,IRAN,"IRAN:  S, DARAB",28.251,55.462,11,6.5,8,22,90,232.3,1445
5265,1990,11,15,2,34,32.4,,INDONESIA,"INDONESIA:   N SUMATERA, BLANGKEJEREN, KUTACANE",3.908,97.457,48,6.8,,1,32,2.1,
5266,1990,11,27,4,37,58.5,,BOSNIA-HERZEGOVINA,BALKANS NW:  BOSNIA-HERZEGOVINA:  TITOGRAD,43.853,16.633,24,5.6,8,,10,,
5267,1990,12,1,18,9,28.8,,KYRGYZSTAN,KYRGYZSTAN:  UZGEN,40.854,73.553,29,4.6,6,,,,
5268,1990,12,13,0,24,25.7,2197,ITALY,ITALY:  SICILY:  CARLENTINI,37.3,15.438,11,5.3,7,19,200,500,
5269,1990,12,13,3,1,48,,TAIWAN,"TAIWAN:  HUALIEN,  TAIPEI",23.916,121.636,12,6.2,4,2,3,,
5270,1990,12,21,6,57,42.9,,GREECE,"GREECE:  EDHESSA, KILKIS",41.004,22.3,13,5.9,7,1,60,,
5271,1990,12,22,17,27,54.8,,COSTA RICA,"COSTA RICA:  ALAJUELA, SANTIAGO DE PURISCAL",9.869,-84.302,17,5.7,8,2,350,19.5,
5272,1991,1,5,14,57,11.5,,MYANMAR (BURMA),"MYANMAR (BURMA):  THABEIKKYIN, MANDALAY",23.613,95.901,20,7.1,,,,,
5274,1991,1,31,23,3,33.6,,AFGHANISTAN,"AFGHANISTAN:  BADAKHSTAN, BAGHLAN, LAGHMAN, NAGARHAR",35.993,70.423,142,6.4,7,848,200,36,
5275,1991,2,13,15,49,38.9,,FRANCE,FRANCE,44.885,6.76,5,3.8,,9,,,
5276,1991,2,25,14,30,27.6,,CHINA,CHINA:  S XINJIANG:  KALPIN,40.386,78.959,21,6.1,,,3,,8561
5277,1991,3,25,18,2,41.5,,CHINA,"CHINA:  NE, DATONG",39.887,113.923,10,5.5,,,131,,1328
5278,1991,4,4,15,23,20.7,,PERU,"PERU:  RIOJA, NEUVA CAJAMARCA",-6.038,-77.13,21,6.4,5,,10,,
5279,1991,4,5,4,19,49.5,,PERU,"PERU:  RIOJA, MOYOBAMBA, NUEVA CAJAMARCA",-5.982,-77.094,20,6.7,7,53,252,,
5280,1991,4,18,9,18,30.4,,AFGHANISTAN,AFGHANISTAN:  BADAKHSTAN PROVINCE,37.457,68.273,33,5.1,7,,,,
5281,1991,4,20,17,8,20.2,,AFGHANISTAN,"AFGHANISTAN:  HINDU KUSH:  BADAKHSTAN, KABUL",36.416,70.912,33,4.1,,,,,
5282,1991,4,22,21,56,51.8,2202,COSTA RICA,"COSTA RICA:  LIMON, PANDORA;  PANAMA",9.685,-83.073,10,7.6,10,87,895,510,
5285,1991,4,24,10,54,35.7,,TURKEY,TURKEY:  ERZURUM PROVINCE,39.597,41.118,33,4.5,,1,3,,
5286,1991,4,29,9,12,48.1,,GEORGIA,"GEORGIA:  DZHAVA, CHIATURA, AMBROLAURI",42.453,43.673,17,7,9,270,,1700,
5288,1991,5,4,3,42,54.5,,PANAMA,"PANAMA:  CHANGUINOLA, ALMIRANTE, BOCAS DEL TORO",9.542,-82.418,10,6.2,,,36,,
5289,1991,5,15,14,28,50.1,,GEORGIA,GEORGIA:  KHEKHETI,42.565,43.349,14,4.9,5,,,,45
5290,1991,5,26,10,59,48.9,,MALAYSIA,MALAYSIA:  KALIMANTAN:  RANAU,5.865,116.746,33,4.5,,1,,,
5291,1991,6,15,0,59,20.3,,GEORGIA,"GEORGIA:  DZHAVA, TSKHINVALI, OSSETIA",42.461,44.009,9,6.1,8,8,200,,
5292,1991,6,15,11,15,28,,PHILIPPINES,"PHILIPPINES:  LUZON:  MANILA, PINATUBO ERUPTION",15.119,120.355,10,5.5,,,,,
