time,place,mag,type,geometry
1696797789456,"Izu Islands, Japan region",4.8,earthquake,"{'type': 'Point', 'coordinates': [140.2201, 29.7256, 10]}"
1696797272705,"Izu Islands, Japan region",4.7,earthquake,"{'type': 'Point', 'coordinates': [139.9904, 29.7181, 10]}"
1696796722661,,4.9,earthquake,"{'type': 'Point', 'coordinates': [139.9298, 29.7105, 10]}"
1696796031052,"Izu Islands, Japan region",4.7,earthquake,"{'type': 'Point', 'coordinates': [140.0704, 29.7099, 10]}"
1696794826086,"Izu Islands, Japan region",4.5,earthquake,"{'type': 'Point', 'coordinates': [140.0613, 29.6904, 10]}"
1696794623930,"23 km NW of Villa Basilio Nievas, Argentina",4.2,earthquake,"{'type': 'Point', 'coordinates': [-68.899, -31.3915, 113.768]}"
1696794392191,"197 km NE of Saga, China",4.4,earthquake,"{'type': 'Point', 'coordinates': [86.3755, 30.798, 10]}"
1696791490349,"Izu Islands, Japan region",4.3,earthquake,"{'type': 'Point', 'coordinates': [139.878, 30.1221, 10]}"
1696788459880,,5.9,earthquake,"{'type': 'Point', 'coordinates': [148.4554, -3.1711, 7]}"
1696781867058,"southern Xinjiang, China",4.7,earthquake,"{'type': 'Point', 'coordinates': [82.4299, 41.8454, 10]}"
1696777125985,western Afghanistan,4.1,earthquake,"{'type': 'Point', 'coordinates': [61.9287, 34.6028, 10.604]}"
1696773320867,Fiji region,4.4,earthquake,"{'type': 'Point', 'coordinates': [-179.3793, -21.748, 594.741]}"
1696772224591,,4.6,earthquake,"{'type': 'Point', 'coordinates': [79.332, 31.7275, 10]}"
1696771152716,"95 km SE of Shima, Japan",4.4,earthquake,"{'type': 'Point', 'coordinates': [137.6215, 33.7763, 326.435]}"
1696763618602,"Oaxaca, Mexico",4.4,earthquake,"{'type': 'Point', 'coordinates': [-94.9809, 16.1163, 33.056]}"
1696761292829,Solomon Islands,4.9,earthquake,"{'type': 'Point', 'coordinates': [160.8493, -9.9909, 23.865]}"
1696761199628,"18 km E of San Clemente, Chile",4.3,earthquake,"{'type': 'Point', 'coordinates': [-71.2825, -35.5074, 99.286]}"
1696757212394,"53 km W of Vallenar, Chile",4.3,earthquake,"{'type': 'Point', 'coordinates': [-71.3077, -28.6027, 38.15]}"
1696753069508,"94 km SE of Nikolski, Alaska",3.6,earthquake,"{'type': 'Point', 'coordinates': [-167.7637, 52.4187, 10]}"
1696750133500,"96 km S of La Tirana, Chile",5.0,earthquake,"{'type': 'Point', 'coordinates': [-69.5765, -21.2067, 72.148]}"
1696749753895,Dominican Republic region,4.4,earthquake,"{'type': 'Point', 'coordinates': [-71.584, 18.4204, 12.978]}"
1696745709348,"33 km SSW of Murghob, Tajikistan",4.2,earthquake,"{'type': 'Point', 'coordinates': [73.8062, 37.8951, 11.143]}"
1696745473441,"eastern New Guinea region, Papua New Guinea",4.6,earthquake,"{'type': 'Point', 'coordinates': [146.023, -5.532, 70.812]}"
1696743394898,,5.2,earthquake,"{'type': 'Point', 'coordinates': [140.1428, 29.7419, 10]}"
1696741028773,"54 km S of Madang, Papua New Guinea",4.6,earthquake,"{'type': 'Point', 'coordinates': [145.7561, -5.7091, 82.904]}"
1696736394142,"27 km ESE of Iztapa, Guatemala",4.5,earthquake,"{'type': 'Point', 'coordinates': [-90.4848, 13.8086, 94.129]}"
1696735561426,south of the Fiji Islands,5.0,earthquake,"{'type': 'Point', 'coordinates': [-176.3303, -26.5276, 10]}"
1696735014240,Kuril Islands,4.8,earthquake,"{'type': 'Point', 'coordinates': [153.8527, 47.2583, 10]}"
1696733249433,western Afghanistan,4.2,earthquake,"{'type': 'Point', 'coordinates': [62.067, 34.4729, 10]}"
1696728349899,"44 km W of Santa Cruz, Chile",4.9,earthquake,"{'type': 'Point', 'coordinates': [-71.8422, -34.7149, 43.592]}"
1696724370004,"60 km SE of Madang, Papua New Guinea",4.5,earthquake,"{'type': 'Point', 'coordinates': [146.2012, -5.577, 81.592]}"
1696723046745,"291 km SSE of Port Blair, India",4.5,earthquake,"{'type': 'Point', 'coordinates': [93.8865, 9.2857, 10]}"
1696721539572,"Izu Islands, Japan region",4.3,earthquake,"{'type': 'Point', 'coordinates': [141.813, 31.1302, 10]}"
1696720682354,"34 km SSW of Pondaguitan, Philippines",4.2,earthquake,"{'type': 'Point', 'coordinates': [126.0327, 6.0897, 145.473]}"
1696718850230,Dominican Republic region,3.93,earthquake,"{'type': 'Point', 'coordinates': [-68.8311, 19.675, 15]}"
1696718364348,"47 km SSE of Madang, Papua New Guinea",5.1,earthquake,"{'type': 'Point', 'coordinates': [145.9185, -5.6276, 61.619]}"
1696716108775,"12 km SW of Çelikhan, Turkey",4.3,earthquake,"{'type': 'Point', 'coordinates': [38.1207, 37.9558, 10]}"
1696715381213,"294 km SSE of Port Blair, India",4.6,earthquake,"{'type': 'Point', 'coordinates': [93.8574, 9.2463, 10.04]}"
1696708367410,Puerto Rico region,4.01,earthquake,"{'type': 'Point', 'coordinates': [-66.9118, 17.9158, 8]}"
1696703574980,"112 km SE of Modisi, Indonesia",4.9,earthquake,"{'type': 'Point', 'coordinates': [125.1507, -0.2691, 42.542]}"
1696703543931,"31 km SSE of Qarah Bāgh, Afghanistan",4.2,earthquake,"{'type': 'Point', 'coordinates': [61.9222, 34.6847, 10.267]}"
1696701439503,"56 km SW of Ollagüe, Chile",4.4,earthquake,"{'type': 'Point', 'coordinates': [-68.5933, -21.6187, 139.956]}"
1696699792790,,4.8,earthquake,"{'type': 'Point', 'coordinates': [141.8923, 31.1971, 10]}"
1696695635178,"eastern New Guinea region, Papua New Guinea",5.7,earthquake,"{'type': 'Point', 'coordinates': [145.9035, -5.6539, 55.529]}"
1696688788540,"44 km ENE of Noda, Japan",5.1,earthquake,"{'type': 'Point', 'coordinates': [142.306, 40.2432, 55.854]}"
1696688371795,"67 km SE of Madang, Papua New Guinea",5.2,earthquake,"{'type': 'Point', 'coordinates': [146.1685, -5.6938, 76.74]}"
1696688016634,"48 km SSE of Madang, Papua New Guinea",5.5,earthquake,"{'type': 'Point', 'coordinates': [145.9293, -5.6367, 66.738]}"
1696685636718,"southwest of Sumatra, Indonesia",4.7,earthquake,"{'type': 'Point', 'coordinates': [103.7556, -6.2269, 10]}"
1696684240696,"eastern New Guinea region, Papua New Guinea",5.6,earthquake,"{'type': 'Point', 'coordinates': [145.9334, -5.6775, 43.99]}"
1696682856016,Banda Sea,4.6,earthquake,"{'type': 'Point', 'coordinates': [125.6959, -6.9899, 487.374]}"
1696678062535,"28 km NW of Herāt, Afghanistan",4.3,earthquake,"{'type': 'Point', 'coordinates': [62.0272, 34.5599, 10.877]}"
1696675082317,"eastern New Guinea region, Papua New Guinea",4.5,earthquake,"{'type': 'Point', 'coordinates': [146.1714, -5.6448, 80.588]}"
1696674203539,"Izu Islands, Japan region",5.0,earthquake,"{'type': 'Point', 'coordinates': [141.8837, 31.292, 10]}"
1696674034467,"180 km WSW of Bandar Lampung, Indonesia",4.7,earthquake,"{'type': 'Point', 'coordinates': [103.8239, -6.2046, 39.84]}"
1696673042859,"eastern New Guinea region, Papua New Guinea",4.4,earthquake,"{'type': 'Point', 'coordinates': [146.1306, -5.6846, 90.011]}"
1696671631097,western Afghanistan,4.9,earthquake,"{'type': 'Point', 'coordinates': [61.9893, 34.6726, 9.302]}"
1696670839125,"31 km NNW of Herāt, Afghanistan",4.8,earthquake,"{'type': 'Point', 'coordinates': [62.0538, 34.6094, 10.233]}"
1696670330590,"34 km SSE of Madang, Papua New Guinea",5.6,earthquake,"{'type': 'Point', 'coordinates': [145.9572, -5.4781, 68.959]}"
1696668013628,"55 km SE of Madang, Papua New Guinea",6.9,earthquake,"{'type': 'Point', 'coordinates': [146.1982, -5.5066, 76.011]}"
1696667666734,"56 km SE of Madang, Papua New Guinea",6.7,earthquake,"{'type': 'Point', 'coordinates': [146.1315, -5.5997, 53.498]}"
1696666016416,"176 km WNW of Tocopilla, Chile",4.6,earthquake,"{'type': 'Point', 'coordinates': [-71.7399, -21.419, 19.854]}"
1696665997093,"33 km SSE of Qarah Bāgh, Afghanistan",4.6,earthquake,"{'type': 'Point', 'coordinates': [61.926, 34.6691, 10]}"
1696665986412,"Nias region, Indonesia",4.7,earthquake,"{'type': 'Point', 'coordinates': [97.55, 0.0545, 24.43]}"
1696664429417,"35 km NNW of Herāt, Afghanistan",5.9,earthquake,"{'type': 'Point', 'coordinates': [62.0327, 34.6391, 7.726]}"
1696662770042,"29 km NNE of Zindah Jān, Afghanistan",6.3,earthquake,"{'type': 'Point', 'coordinates': [61.9037, 34.5743, 10]}"
1696662634212,"29 km NNE of Zindah Jān, Afghanistan",4.7,earthquake,"{'type': 'Point', 'coordinates': [61.9105, 34.5765, 10]}"
1696661381577,"29 km NE of Zindah Jān, Afghanistan",5.5,earthquake,"{'type': 'Point', 'coordinates': [61.9547, 34.5414, 11.438]}"
1696660863428,"33 km NNE of Zindah Jān, Afghanistan",6.3,earthquake,"{'type': 'Point', 'coordinates': [61.9242, 34.6102, 14]}"
1696660146603,"172 km NE of Lospalos, Timor Leste",4.7,earthquake,"{'type': 'Point', 'coordinates': [128.1094, -7.421, 170.355]}"
1696658921491,,4.2,earthquake,"{'type': 'Point', 'coordinates': [-68.2394, -25.3962, 122.995]}"
1696658646873,"47 km W of Kuqa, China",4.8,earthquake,"{'type': 'Point', 'coordinates': [82.3603, 41.7822, 10]}"
1696658404179,Nepal,5.0,earthquake,"{'type': 'Point', 'coordinates': [81.2119, 29.5147, 24.535]}"
1696657937689,"21 km SW of Lata, Solomon Islands",4.6,earthquake,"{'type': 'Point', 'coordinates': [165.6541, -10.8639, 46.064]}"
1696656347630,"138 km N of Charlotte Amalie, U.S. Virgin Islands",3.85,earthquake,"{'type': 'Point', 'coordinates': [-64.778, 19.5838, 83]}"
1696655371515,"46 km WNW of Kuqa, China",4.7,earthquake,"{'type': 'Point', 'coordinates': [82.4101, 41.8792, 10]}"
1696655215719,"8 km W of Cuauhtémoc, Mexico",5.9,earthquake,"{'type': 'Point', 'coordinates': [-94.9609, 17.0943, 108.369]}"
1696653993236,"Izu Islands, Japan region",4.9,earthquake,"{'type': 'Point', 'coordinates': [140.4104, 30.0458, 10]}"
1696650526490,Central Alaska,3.9,earthquake,"{'type': 'Point', 'coordinates': [-150.9111, 62.3508, 68.5]}"
1696649406437,"265 km NE of Fais, Micronesia",4.6,earthquake,"{'type': 'Point', 'coordinates': [142.3317, 11.3575, 10]}"
1696646960946,"92 km SE of King Cove, Alaska",4.0,earthquake,"{'type': 'Point', 'coordinates': [-161.4587, 54.3919, 43.694]}"
1696641222357,Kuril Islands,4.7,earthquake,"{'type': 'Point', 'coordinates': [153.8105, 47.1473, 10]}"
1696639299582,"Near the coast of Los Lagos, Chile",4.3,earthquake,"{'type': 'Point', 'coordinates': [-74.0903, -43.5792, 31.129]}"
1696635386979,,4.3,earthquake,"{'type': 'Point', 'coordinates': [143.2478, 30.96, 10]}"
1696621913750,"Izu Islands, Japan region",4.9,earthquake,"{'type': 'Point', 'coordinates': [139.8343, 30.0546, 10]}"
1696620291187,northeast of Taiwan,4.4,earthquake,"{'type': 'Point', 'coordinates': [123.6021, 25.1307, 6.619]}"
1696620082323,,4.9,earthquake,"{'type': 'Point', 'coordinates': [154.1314, 47.1026, 26.719]}"
1696618940953,Kuril Islands,4.6,earthquake,"{'type': 'Point', 'coordinates': [153.9833, 47.2528, 25.675]}"
1696616546730,"Volcano Islands, Japan region",4.4,earthquake,"{'type': 'Point', 'coordinates': [141.1741, 25.4107, 221.167]}"
1696609280106,"Rat Islands, Aleutian Islands, Alaska",4.1,earthquake,"{'type': 'Point', 'coordinates': [178.5913, 51.3331, 55.29]}"
1696600878912,"4 km NNW of Anchorage, Alaska",4.2,earthquake,"{'type': 'Point', 'coordinates': [-149.9258, 61.2601, 39.6]}"
1696599418727,"69 km NNE of Port-Olry, Vanuatu",4.3,earthquake,"{'type': 'Point', 'coordinates': [167.3462, -14.4771, 169.619]}"
1696598127223,"Izu Islands, Japan region",5.0,earthquake,"{'type': 'Point', 'coordinates': [140.1585, 30.1987, 10]}"
1696597617600,"Izu Islands, Japan region",4.9,earthquake,"{'type': 'Point', 'coordinates': [140.1302, 30.0732, 10]}"
1696593756894,"45 km N of Atka, Alaska",4.1,earthquake,"{'type': 'Point', 'coordinates': [-174.1197, 52.6045, 175.146]}"
1696592356618,Kuril Islands,4.8,earthquake,"{'type': 'Point', 'coordinates': [154.0002, 47.2404, 10]}"
1696592044088,"63 km SSW of Nikolski, Alaska",4.4,earthquake,"{'type': 'Point', 'coordinates': [-169.3575, 52.4583, 35]}"
1696591987980,"126 km S of Akhiok, Alaska",3.9,earthquake,"{'type': 'Point', 'coordinates': [-153.7912, 55.8295, 12]}"
1696591686584,,4.6,earthquake,"{'type': 'Point', 'coordinates': [153.8567, 47.2315, 10]}"
1696588893022,"130 km N of Lae, Papua New Guinea",4.9,earthquake,"{'type': 'Point', 'coordinates': [147.0769, -5.5454, 192.524]}"
1696578244965,"near the east coast of Honshu, Japan",4.5,earthquake,"{'type': 'Point', 'coordinates': [141.003, 37.2553, 81.632]}"
1696576194936,"Izu Islands, Japan region",4.8,earthquake,"{'type': 'Point', 'coordinates': [140.3639, 29.7229, 10]}"
1696575527450,,3.7,earthquake,"{'type': 'Point', 'coordinates': [-153.3597, 60.0714, 143.8]}"
1696571362234,,5.5,earthquake,"{'type': 'Point', 'coordinates': [139.9903, 30.146, 10]}"
1696569657599,,5.0,earthquake,"{'type': 'Point', 'coordinates': [140.0224, 29.9773, 10]}"
1696568223458,"Izu Islands, Japan region",5.1,earthquake,"{'type': 'Point', 'coordinates': [141.8922, 31.1652, 10]}"
1696566917277,Kuril Islands,5.0,earthquake,"{'type': 'Point', 'coordinates': [154.0649, 47.1437, 10]}"
1696564683697,"63 km E of Aitape, Papua New Guinea",4.6,earthquake,"{'type': 'Point', 'coordinates': [142.9216, -3.1955, 10]}"
1696564150417,"Izu Islands, Japan region",4.9,earthquake,"{'type': 'Point', 'coordinates': [138.5187, 30.2817, 439.806]}"
1696564149639,Kuril Islands,5.1,earthquake,"{'type': 'Point', 'coordinates': [153.9347, 47.2404, 10]}"
1696562885078,south of Panama,5.4,earthquake,"{'type': 'Point', 'coordinates': [-82.5855, 3.8981, 10]}"
1696562545256,"Izu Islands, Japan region",4.6,earthquake,"{'type': 'Point', 'coordinates': [140.075, 29.7171, 10]}"
1696560027007,"Izu Islands, Japan region",4.6,earthquake,"{'type': 'Point', 'coordinates': [139.8082, 30.1006, 10]}"
1696559907711,"107 km NW of Vallenar, Chile",4.6,earthquake,"{'type': 'Point', 'coordinates': [-71.5021, -27.8647, 10]}"
1696558727320,south of the Fiji Islands,4.3,earthquake,"{'type': 'Point', 'coordinates': [-179.6077, -23.8735, 478.71]}"
1696557938637,"Izu Islands, Japan region",4.7,earthquake,"{'type': 'Point', 'coordinates': [139.7766, 30.0883, 10]}"
1696557829065,"Izu Islands, Japan region",4.6,earthquake,"{'type': 'Point', 'coordinates': [140.0437, 29.8778, 10]}"
1696557415871,"45 km NNE of Petersville, Alaska",4.0,earthquake,"{'type': 'Point', 'coordinates': [-150.5723, 62.8954, 102.7]}"
1696556331956,"Izu Islands, Japan region",4.5,earthquake,"{'type': 'Point', 'coordinates': [139.7688, 30.1418, 10]}"
1696555877258,"Izu Islands, Japan region",6.1,earthquake,"{'type': 'Point', 'coordinates': [140.0046, 30.044, 10]}"
1696555829644,"Izu Islands, Japan region",4.9,earthquake,"{'type': 'Point', 'coordinates': [139.9078, 30.1176, 10]}"
1696555454385,"Izu Islands, Japan region",4.9,earthquake,"{'type': 'Point', 'coordinates': [141.982, 30.7956, 10]}"
1696554724698,"109 km S of Kuril’sk, Russia",4.5,earthquake,"{'type': 'Point', 'coordinates': [148.1129, 44.2561, 50.246]}"
1696554599271,"121 km E of Shikotan, Russia",4.3,earthquake,"{'type': 'Point', 'coordinates': [148.2206, 43.9659, 61.228]}"
1696552933458,"121 km E of Shikotan, Russia",4.8,earthquake,"{'type': 'Point', 'coordinates': [148.2193, 43.9108, 47.57]}"
1696543999535,"92 km E of La Tirana, Chile",4.5,earthquake,"{'type': 'Point', 'coordinates': [-68.782, -20.2206, 128.518]}"
1696542996275,"Izu Islands, Japan region",5.2,earthquake,"{'type': 'Point', 'coordinates': [141.8895, 31.1927, 10]}"
1696539306784,"8 km NNE of El Ángel, Ecuador",4.8,earthquake,"{'type': 'Point', 'coordinates': [-77.9134, 0.6912, 10]}"
1696539181389,,4.5,earthquake,"{'type': 'Point', 'coordinates': [140.0651, 30.1087, 10]}"
1696535865310,"148 km E of Kokopo, Papua New Guinea",4.3,earthquake,"{'type': 'Point', 'coordinates': [153.606, -4.4202, 107.215]}"
1696526404530,"39 km N of Carrizales, Puerto Rico",3.81,earthquake,"{'type': 'Point', 'coordinates': [-66.74, 18.8358, 48]}"
1696526047777,,4.2,earthquake,"{'type': 'Point', 'coordinates': [-67.2096, -24.2773, 178.582]}"
1696521302193,"153 km N of Likisá, Timor Leste",4.0,earthquake,"{'type': 'Point', 'coordinates': [125.2027, -7.2075, 465.019]}"
1696519741671,"119 km W of Damusi, China",4.4,earthquake,"{'type': 'Point', 'coordinates': [75.2609, 37.6799, 102.343]}"
1696519399716,"17 km SE of Göksun, Turkey",4.4,earthquake,"{'type': 'Point', 'coordinates': [36.6332, 37.9089, 6.471]}"
1696517590836,"Izu Islands, Japan region",4.9,earthquake,"{'type': 'Point', 'coordinates': [140.03, 30.1197, 10]}"
1696513194909,"Izu Islands, Japan region",5.0,earthquake,"{'type': 'Point', 'coordinates': [139.8061, 29.9601, 10]}"
1696511565540,"123 km NNW of San Antonio, Puerto Rico",3.91,earthquake,"{'type': 'Point', 'coordinates': [-67.667, 19.4638, 81]}"
1696507265112,"Izu Islands, Japan region",4.9,earthquake,"{'type': 'Point', 'coordinates': [139.9886, 29.8541, 11.848]}"
1696506995223,"Izu Islands, Japan region",4.8,earthquake,"{'type': 'Point', 'coordinates': [139.8268, 30.1352, 12.555]}"
1696495994495,"76 km E of Hualien City, Taiwan",4.9,earthquake,"{'type': 'Point', 'coordinates': [122.3563, 23.9653, 21.277]}"
1696495855135,"Izu Islands, Japan region",4.8,earthquake,"{'type': 'Point', 'coordinates': [139.9444, 30.0102, 10]}"
1696489235893,"232 km E of Levuka, Fiji",4.3,earthquake,"{'type': 'Point', 'coordinates': [-178.4983, -17.8712, 563.757]}"
1696488503673,"Izu Islands, Japan region",5.1,earthquake,"{'type': 'Point', 'coordinates': [140.032, 30.0861, 10]}"
1696486932821,,5.7,earthquake,"{'type': 'Point', 'coordinates': [139.979, 30.0792, 10]}"
1696484711797,"Izu Islands, Japan region",4.8,earthquake,"{'type': 'Point', 'coordinates': [139.9543, 30.0922, 10]}"
1696484475544,"Izu Islands, Japan region",5.0,earthquake,"{'type': 'Point', 'coordinates': [140.1741, 29.968, 10]}"
1696479945740,"146 km SW of Ambon, Indonesia",5.0,earthquake,"{'type': 'Point', 'coordinates': [127.1098, -4.4677, 10]}"
1696478400974,"Izu Islands, Japan region",5.2,earthquake,"{'type': 'Point', 'coordinates': [139.847, 30.0442, 10]}"
1696477103401,,4.5,earthquake,"{'type': 'Point', 'coordinates': [125.7836, 4.3332, 106.409]}"
1696474393417,"Izu Islands, Japan region",5.7,earthquake,"{'type': 'Point', 'coordinates': [139.8308, 30.0036, 10]}"
1696472114748,"Izu Islands, Japan region",5.4,earthquake,"{'type': 'Point', 'coordinates': [139.8865, 29.9804, 10]}"
1696471592312,,5.4,earthquake,"{'type': 'Point', 'coordinates': [139.9678, 29.99, 10]}"
1696471198892,"Izu Islands, Japan region",6.1,earthquake,"{'type': 'Point', 'coordinates': [139.9498, 29.9396, 10]}"
1696470144326,"130 km E of Kokopo, Papua New Guinea",5.4,earthquake,"{'type': 'Point', 'coordinates': [153.4423, -4.4497, 117.775]}"
1696470025982,"Izu Islands, Japan region",4.7,earthquake,"{'type': 'Point', 'coordinates': [141.7835, 31.0446, 10]}"
1696467909949,,5.2,earthquake,"{'type': 'Point', 'coordinates': [139.8848, 29.9862, 10]}"
1696467458120,"56 km ENE of San Pedro de Atacama, Chile",4.3,earthquake,"{'type': 'Point', 'coordinates': [-67.6969, -22.7079, 173.811]}"
1696463240170,,5.1,earthquake,"{'type': 'Point', 'coordinates': [141.8015, 31.0367, 10]}"
1696461489431,"Izu Islands, Japan region",5.4,earthquake,"{'type': 'Point', 'coordinates': [140.0476, 29.8673, 10]}"
1696458122442,"255 km E of Levuka, Fiji",5.3,earthquake,"{'type': 'Point', 'coordinates': [-178.2685, -18.2017, 534.649]}"
1696453306899,"121 km S of Isangel, Vanuatu",5.3,earthquake,"{'type': 'Point', 'coordinates': [169.3834, -20.6352, 42.738]}"
1696453196724,"near the north coast of New Guinea, Papua New Guinea",4.4,earthquake,"{'type': 'Point', 'coordinates': [144.0742, -3.386, 10]}"
1696447440623,"4 km S of Soweto, South Africa",3.7,earthquake,"{'type': 'Point', 'coordinates': [27.8584, -26.3093, 5]}"
1696444424980,"98 km SSW of Intipucá, El Salvador",4.6,earthquake,"{'type': 'Point', 'coordinates': [-88.2668, 12.3313, 35]}"
1696444216464,,5.0,earthquake,"{'type': 'Point', 'coordinates': [140.0856, 29.8563, 10]}"
1696443624496,"Izu Islands, Japan region",4.5,earthquake,"{'type': 'Point', 'coordinates': [140.3039, 29.7125, 10]}"
1696440161360,"Izu Islands, Japan region",5.2,earthquake,"{'type': 'Point', 'coordinates': [140.1228, 29.896, 10]}"
1696439558464,,4.5,earthquake,"{'type': 'Point', 'coordinates': [140.1477, 29.7756, 10]}"
1696436304902,,4.6,earthquake,"{'type': 'Point', 'coordinates': [-177.6322, -20.5125, 502.739]}"
1696435919596,"127 km WNW of Höfn, Iceland",5.0,earthquake,"{'type': 'Point', 'coordinates': [-17.7937, 64.5002, 10]}"
1696421009895,Tonga region,4.9,earthquake,"{'type': 'Point', 'coordinates': [-174.6541, -22.7558, 10]}"
1696418508436,"66 km E of Sarangani, Philippines",6.4,earthquake,"{'type': 'Point', 'coordinates': [126.0595, 5.3416, 121.74]}"
1696418000148,"Izu Islands, Japan region",5.0,earthquake,"{'type': 'Point', 'coordinates': [141.875, 30.7578, 10]}"
1696417904765,"36 km SSW of Atambua, Indonesia",4.6,earthquake,"{'type': 'Point', 'coordinates': [124.8203, -9.4276, 35.606]}"
1696417517863,"Izu Islands, Japan region",5.2,earthquake,"{'type': 'Point', 'coordinates': [140.019, 29.8342, 10]}"
1696417386013,"15 km NNW of Huancaya, Peru",4.6,earthquake,"{'type': 'Point', 'coordinates': [-75.8754, -12.0859, 95.224]}"
1696417212268,"Izu Islands, Japan region",4.8,earthquake,"{'type': 'Point', 'coordinates': [142.1452, 30.7866, 10]}"
1696417205886,"183 km SW of Nikolski, Alaska",4.0,earthquake,"{'type': 'Point', 'coordinates': [-171.1194, 52.0344, 40.326]}"
1696416474096,,4.8,earthquake,"{'type': 'Point', 'coordinates': [140.1077, 29.7463, 10]}"
1696406295413,Turkey-Syria border region,4.1,earthquake,"{'type': 'Point', 'coordinates': [36.0006, 36.0294, 10]}"
1696399037542,"Izu Islands, Japan region",5.6,earthquake,"{'type': 'Point', 'coordinates': [142.0412, 30.786, 10]}"
1696395346990,,5.6,earthquake,"{'type': 'Point', 'coordinates': [141.862, 31.0457, 10]}"
1696395234117,"93 km S of Pacocha, Peru",4.2,earthquake,"{'type': 'Point', 'coordinates': [-71.3224, -18.4902, 35]}"
1696394988496,"Izu Islands, Japan region",4.5,earthquake,"{'type': 'Point', 'coordinates': [140.8442, 30.1258, 10]}"
1696393172521,"107 km NW of Vallenar, Chile",4.4,earthquake,"{'type': 'Point', 'coordinates': [-71.4789, -27.8403, 20.776]}"
1696390510816,"65 km N of Namuac, Philippines",5.7,earthquake,"{'type': 'Point', 'coordinates': [121.2321, 19.1986, 27]}"
1696388943856,"84 km NW of San Antonio de los Cobres, Argentina",4.4,earthquake,"{'type': 'Point', 'coordinates': [-66.9433, -23.716, 204.712]}"
1696388468363,"62 km W of Abra Pampa, Argentina",4.0,earthquake,"{'type': 'Point', 'coordinates': [-66.3011, -22.6996, 259.338]}"
1696385946260,"Izu Islands, Japan region",5.6,earthquake,"{'type': 'Point', 'coordinates': [140.231, 29.9549, 8.014]}"
1696384989070,,4.3,earthquake,"{'type': 'Point', 'coordinates': [-66.847, -23.9954, 198.227]}"
1696378425603,"Izu Islands, Japan region",5.5,earthquake,"{'type': 'Point', 'coordinates': [140.1089, 30.0215, 10]}"
1696378093000,"23 km N of Fishhook, Alaska",3.8,earthquake,"{'type': 'Point', 'coordinates': [-149.2972, 61.9508, 42.6]}"
1696377895540,"155 km NNE of Vieques, Puerto Rico",3.99,earthquake,"{'type': 'Point', 'coordinates': [-65.404, 19.7721, 61]}"
1696377486022,"50 km NE of Dipayal, Nepal",4.2,earthquake,"{'type': 'Point', 'coordinates': [81.2315, 29.6344, 20.893]}"
1696374518989,"Izu Islands, Japan region",4.4,earthquake,"{'type': 'Point', 'coordinates': [140.0594, 29.6959, 10]}"
1696374166577,,4.5,earthquake,"{'type': 'Point', 'coordinates': [140.1261, 29.9132, 10]}"
1696372725632,"Izu Islands, Japan region",4.7,earthquake,"{'type': 'Point', 'coordinates': [139.7769, 30.094, 10]}"
1696371425298,"southern Sumatra, Indonesia",4.9,earthquake,"{'type': 'Point', 'coordinates': [102.2642, -5.179, 32.208]}"
1696369877474,"136 km E of Kokopo, Papua New Guinea",4.5,earthquake,"{'type': 'Point', 'coordinates': [153.4951, -4.4732, 113.099]}"
1696368060876,,4.7,earthquake,"{'type': 'Point', 'coordinates': [-179.9572, -23.5428, 532.145]}"
1696367963533,"Izu Islands, Japan region",4.8,earthquake,"{'type': 'Point', 'coordinates': [140.7585, 29.85, 10]}"
1696367436017,"Izu Islands, Japan region",4.5,earthquake,"{'type': 'Point', 'coordinates': [139.8592, 29.7528, 10]}"
1696365155561,"Izu Islands, Japan region",5.2,earthquake,"{'type': 'Point', 'coordinates': [140.0079, 29.863, 10]}"
1696365061828,"Izu Islands, Japan region",4.3,earthquake,"{'type': 'Point', 'coordinates': [140.3785, 30.0205, 10]}"
1696361232918,"Izu Islands, Japan region",4.9,earthquake,"{'type': 'Point', 'coordinates': [140.0333, 29.8368, 10]}"
1696360618327,"Bonin Islands, Japan region",5.3,earthquake,"{'type': 'Point', 'coordinates': [138.774, 28.38, 518.102]}"
1696359942533,"36 km NE of Dipayal, Nepal",4.4,earthquake,"{'type': 'Point', 'coordinates': [81.1732, 29.5209, 20.328]}"
1696359869175,"81 km E of Fangale’ounga, Tonga",5.0,earthquake,"{'type': 'Point', 'coordinates': [-173.5605, -19.8808, 10]}"
1696359578657,"Izu Islands, Japan region",4.5,earthquake,"{'type': 'Point', 'coordinates': [140.2734, 29.7066, 10]}"
1696359504927,off the coast of Central America,4.6,earthquake,"{'type': 'Point', 'coordinates': [-84.1708, 3.4069, 14.706]}"
1696355486184,"274 km NW of Houma, Tonga",4.5,earthquake,"{'type': 'Point', 'coordinates': [-176.9639, -19.2537, 314.229]}"
1696349777388,"Izu Islands, Japan region",4.4,earthquake,"{'type': 'Point', 'coordinates': [139.9126, 29.9257, 10]}"
1696346847811,,5.0,earthquake,"{'type': 'Point', 'coordinates': [139.8887, 29.7644, 10]}"
1696346555873,"Izu Islands, Japan region",5.8,earthquake,"{'type': 'Point', 'coordinates': [140.0784, 29.8738, 6]}"
1696346470134,"Izu Islands, Japan region",4.7,earthquake,"{'type': 'Point', 'coordinates': [139.8096, 29.7705, 10]}"
1696346305226,"Izu Islands, Japan region",4.6,earthquake,"{'type': 'Point', 'coordinates': [139.9648, 29.8987, 10]}"
