Id,Year,Month,Day,Hour,Minute,Second,Tsunami,Country,Location Name,Latitude,Longitude,Focal Depth (km),Mag,MMI Int,Deaths,Injuries,Damage ($Mil),Houses Destroyed
5580,2000,11,8,6,59,58.8,,PANAMA,PANAMA-COLOMBIA:  JURADO,7.042,-77.829,17,6.5,,,2,,
5581,2000,11,16,4,54,55.9,2352,PAPUA NEW GUINEA,"PAPUA NEW GUINEA:  NEW IRELAND, DUKE OF YORK",-4.001,152.327,17,8,,2,,,
5582,2000,11,16,7,42,16.9,,PAPUA NEW GUINEA,"PAPUA NEW GUINEA:  NEW IRELAND, NEW BRITAIN",-5.233,153.102,30,7.8,,,,,
5583,2000,11,17,21,1,56.4,,PAPUA NEW GUINEA,PAPUA NEW GUINEA:  NEW BRITAIN,-5.496,151.781,33,7.8,,,,,
5584,2000,11,25,18,9,11.4,,AZERBAIJAN,AZERBAIJAN:  BAKU,40.245,49.946,50,6.8,,31,430,,
5585,2000,12,6,17,11,6.4,,TURKMENISTAN,TURKMENISTAN:  NEBITDAG-TURKMENBASHI,39.566,54.799,30,7,,11,,,
5586,2000,12,15,16,44,47.6,,TURKEY,TURKEY:  AFYON-BOLVADIN,38.457,31.351,10,6,7,6,41,,
5587,2001,1,13,17,33,32.3,5444,EL SALVADOR,EL SALVADOR; GUATEMALA,13.049,-88.66,60,7.7,8,844,4723,753,108226
5589,2001,1,26,3,16,42.8,,INDIA,"INDIA:  GUJARAT:  BHUJ, AHMADABAD, RAJOKOT; PAKISTAN",23.388,70.326,17,7.6,10,20005,166836,2623,339000
5592,2001,2,13,14,22,5.8,,EL SALVADOR,EL SALVADOR: SAN JUAN TEPEZONTES-SAN VICENTE-COJUTEP,13.671,-88.938,10,6.6,6,315,3399,348.5,41302
5593,2001,2,23,0,9,23.6,,CHINA,"CHINA:  SICHUAN PROVINCE:  KANGDING, YAJIANG",29.513,101.129,33,5.6,,3,109,,60000
5595,2001,2,28,18,54,32.8,,USA,"WASHINGTON:  OLYMPIA, SEATTLE, TACOMA",47.149,-122.727,52,6.8,8,1,400,2000,
5596,2001,3,24,6,27,53.5,,JAPAN,"JAPAN:  HIROSHIMA, OKAYAMA, HONSHU, KAGAMA",34.083,132.526,50,6.8,9,2,161,500,
5597,2001,5,8,18,2,16.9,,EL SALVADOR,EL SALVADOR:  CONCHAGUA,13.605,-88.795,10,5.7,,1,,,84
5598,2001,5,23,21,10,43.9,,CHINA,CHINA:  YUNNAN:  NINGLANG; SICHUAN:  YANYUAN,27.689,101.003,33,5.5,,2,605,36,
5599,2001,6,1,14,0,43.6,,AFGHANISTAN,AFGHANISTAN:  HINDU KUSH:  PARVAN,35.169,69.389,62,5,,4,20,,
5601,2001,6,23,20,33,14.1,2373,PERU,"PERU:  AREQUIPA, MOQUEGUA, TACNA, AYACUCHO",-16.265,-73.641,33,8.4,8,77,2713,,22399
5602,2001,6,25,13,28,46.5,,TURKEY,TURKEY:  OSMANIYE,37.238,36.206,5,5.5,,,130,,
5603,2001,7,5,13,53,48.3,,PERU,"PERU:  CARAVELI, CHALA, ARICA, IQUIQUE, PARINACOTA",-16.086,-73.987,62,6.6,,,,,300
5604,2001,7,7,9,38,43.5,,PERU,"PERU:  AREQUIPA, ARICA",-17.543,-72.077,33,7.6,,1,30,,200
5605,2001,7,14,18,36,8.3,,CHINA,CHINA:  YUNNAN PROVINCE:  JIANGCHUAN,24.455,102.66,33,4.3,,,2,,150
5606,2001,7,26,0,21,36.9,,GREECE,GREECE:  SKYROS,39.059,24.244,10,6.5,,,,,
5607,2001,8,9,2,6,59.9,,PERU,PERU:  ANTABAMA,-14.258,-72.683,33,5.8,,4,15,,
5608,2001,9,9,23,59,18,,USA,CALIFORNIA:  LOS ANGELES,34.059,-118.387,5,4.2,6,,,,
5609,2001,10,12,15,2,16.8,,USA TERRITORY,GUAM,12.686,144.98,37,7,8,,1,,
5610,2001,10,19,3,28,44.4,,INDONESIA,INDONESIA:  BANDA SEA,-4.102,123.907,33,7.5,,,,,
5611,2001,10,27,5,35,39.7,,CHINA,CHINA:  YUNNAN PROVINCE:  YONGSHENG,26.316,100.648,10,5.6,,1,220,,3400
5612,2001,11,14,9,26,10,,CHINA,CHINA:  QINGHAI PROVINCE:  XIDATAN,35.946,90.541,10,7.8,,,,,
5613,2001,12,19,7,54,7.9,,BANGLADESH,BANGLADESH:  DHAKA,23.632,90.376,10,4.5,6,,100,,
5614,2002,1,2,17,22,48.7,2397,VANUATU,"VANUATU ISLANDS:  EFATE, PORT VILA",-17.6,167.856,21,7.2,,,,,
5615,2002,1,9,6,45,57.5,,TAJIKISTAN,TAJIKISTAN:  ROGHUN,38.673,69.902,33,5.3,,3,50,,
5616,2002,1,10,11,14,56.9,,PAPUA NEW GUINEA,PAPUA NEW GUINEA:  AITAPE,-3.212,142.427,11,6.7,,1,,,200
5617,2002,1,14,15,36,26.4,,CHILE,"CHILE: NORTHERN: CUYA, HUARA, IQUIQUE, POZO ALMONTE",-19.384,-69.231,33,5.6,,,,,
5618,2002,1,17,20,1,29.2,,RWANDA,RWANDA:  GISENYI,-1.684,29.077,15,4.7,,,,,307
5619,2002,1,30,8,42,3.4,,MEXICO,"MEXICO:  VERACRUZ:  SAN ANDRES TUXTLA, TUXTEPEC",18.194,-95.908,109,5.9,,,,,
5620,2002,2,3,7,11,28.4,,TURKEY,TURKEY:  AFYON,38.573,31.271,5,6.5,,44,318,,
5621,2002,2,3,20,59,27.6,,TAJIKISTAN,TAJIKISTAN:  ROGHUN,38.773,69.924,44,4.9,,,,,
5622,2002,2,17,13,3,52.7,,IRAN,IRAN:  BAGHAN,28.093,51.755,33,5.4,,1,30,,
5623,2002,2,22,19,32,41.7,,MEXICO,"MEXICO:  MEXICALI, BAJA CALIFORNIA",32.319,-115.322,7,5.5,,,,,
5624,2002,3,3,12,8,19.7,,AFGHANISTAN,"AFGHANISTAN:  HINDU KUSH:  SAMANGHAN, KABUL, RUSTAQ",36.502,70.482,226,7.4,,166,,,300
5625,2002,3,5,21,16,9.1,2394,PHILIPPINES,PHILIPPINES:  MINDANAO,6.033,124.249,31,7.5,,15,100,1.714,
5626,2002,3,25,14,56,33.8,,AFGHANISTAN,"AFGHANISTAN:  HINDU KUSH:  BAGHLAN, NAHRIN",36.062,69.315,8,6.1,,1000,200,,1500
5627,2002,3,31,6,52,50.4,2396,TAIWAN,TAIWAN:  TAIPEI,24.279,122.179,33,7.1,,5,200,,100
5628,2002,4,1,19,59,32.4,,CHILE,"CHILE:  CENTRAL:  COQUIMBO, LA SERENA, OVALLE",-29.67,-71.384,71,6.4,,,,,
5629,2002,4,12,4,0,23.7,,TAJIKISTAN,TAJIKISTAN; AFGHANISTAN: DO ABI-NAHRIN,39.959,69.417,10,5.9,,50,150,,160
5630,2002,4,18,16,8,36.7,,CHILE,"CHILE:  COPIAPO, TALTAL",-27.535,-70.586,62,6.6,,,19,,34
5631,2002,4,20,10,50,47.5,,USA,"NEW YORK:  CLINTON, ESSEX, AU SABLE FORKS",44.513,-73.699,11,5.2,7,,,,
5632,2002,4,24,10,51,50.9,,SERBIA,BALKANS NW:  KOSOVO; MACEDONIA:  N,42.436,21.466,10,5.7,,1,60,,
5633,2002,4,24,19,48,7.1,,IRAN,IRAN:  WESTERN:  KERMANSHAH,34.642,47.4,33,5.4,,2,56,,
5634,2002,4,25,17,41,21.5,,GEORGIA,GEORGIA:  TBILISI,41.765,44.96,10,4.3,,5,52,,
5635,2002,4,26,16,6,7,,USA TERRITORY,GUAM,13.088,144.619,86,7.1,7,,5,,
5636,2002,5,18,15,15,8.8,,TANZANIA,TANZANIA:  BUNDA,-2.907,33.733,10,5.5,,2,,,690
5637,2002,5,28,4,4,22.5,,ARGENTINA,"ARGENTINA:  AMINGA, ANILLACO, AGUA BLANCA, CHUQUIS",-28.937,-66.797,22,6,,,27,,40
5638,2002,6,20,5,40,43.3,,BANGLADESH,"BANGLADESH:  RANGPUR, THAKURGAON, ALMANAGAR",25.842,88.932,40,4.5,,,55,,
5639,2002,6,22,2,58,21.3,,IRAN,IRAN:  AB GARM-ABHAR-AVAJ-SHIRIN SU,35.626,49.047,10,6.5,8,261,1300,300,
5641,2002,7,31,0,16,44.6,,PANAMA,"PANAMA:  BARU, ALANJE, DAVID; COSTA RICA:  LAUREL",7.929,-82.793,10,6.5,7,,11,,
5642,2002,8,8,11,42,5,,CHINA,CHINA:  SICHUAN PROVINCE:  RULONG,30.916,99.927,33,5.3,,,,,8
5643,2002,8,14,13,57,52.1,,USA TERRITORY,NORTHERN MARIANA ISLANDS:  SAIPAN,14.101,146.199,30,6.5,,,,,
5644,2002,8,15,5,30,26.2,,INDONESIA,INDONESIA:   SULAWESI:  TOJO,-1.196,121.333,10,6.2,,48,,,
5645,2002,8,24,20,1,18.3,,EGYPT,EGYPT:  CAIRO,30.2,31.41,10,4.4,,,,,
5646,2002,9,2,1,0,3.2,,IRAN,"IRAN: KAK, RAZAN, SIZAN",35.701,48.838,10,5.2,,,,,
5647,2002,9,5,11,3,5.8,,KYRGYZSTAN,KYRGYZSTAN,39.77,72.007,32,5.5,,,,,
5648,2002,9,6,1,21,28.6,,ITALY,ITALY:  SICILY:  PALERMO,38.381,13.701,5,6,,2,20,500,
5649,2002,9,8,18,44,25.5,2398,PAPUA NEW GUINEA,"PAPUA NEW GUINEA:  KAIRIRU IS, MUSCHU IS, WEWAK",-3.26,142.94,13,7.6,,4,70,,
5650,2002,9,13,22,28,29.4,2399,INDIA,"INDIA:  ANDAMAN ISLANDS:  RONGAT, DIGLIPUR,ARIEL BAY",13.036,93.068,21,6.5,,2,,,40
5651,2002,9,20,15,43,35.4,,INDONESIA,INDONESIA:  NEW GUINEA:  IRIAN JAYA:  RANSIKI,-1.68,134.234,10,6.4,,,,,
5652,2002,9,22,23,53,14.6,,UK,"UNITED KINGDOM:  MANSFIELD, DUDLEY",52.52,-2.15,9,4.8,6,,1,,
5653,2002,9,25,18,14,48.5,,MEXICO,MEXICO:  ACAPULCO,16.87,-100.113,6,5.3,,,2,,
5654,2002,9,25,22,28,11.9,,IRAN,IRAN:  MASJED-E SOLEYMAN,31.995,49.329,10,5.6,,,5,,
5655,2002,9,30,6,44,48,,FRANCE,"FRANCE:  HENNEBONT, LANGUIDIC, LORIENT, TREMOREL",47.832,-3.207,10,4.2,,,,,
5656,2002,10,10,10,50,20.5,2400,INDONESIA,"INDONESIA: NEW GUINEA: MANOKWARI, ORANSBARI, RANSIKI",-1.757,134.297,10,7.6,,8,632,,1000
5657,2002,10,23,11,27,19.4,,USA,"ALASKA:  CANTWELL, DENALI NATL PARK",63.514,-147.912,4,6.7,8,,,,
5658,2002,10,24,6,8,37.9,,CONGO,"CONGO: GOMA, LWIRO, BUKAVU; RWANDA:  MUGERA, KIGALI",-1.884,29.004,11,6.2,,2,,,
5659,2002,10,29,10,2,21.5,,ITALY,ITALY:  SICILY:  SANTA VENERINA,37.67,15.267,10,4.3,8,,9,,
5660,2002,10,31,10,32,58.7,,ITALY,"ITALY:  SAN GUILIANO DI PUGLIA, CAMPOBASSO",41.789,14.872,10,5.7,7,30,135,796,
5661,2002,11,1,22,9,29.2,,PAKISTAN,PAKISTAN:  GILGIT,35.517,74.654,33,5.4,,11,40,,
5662,2002,11,2,1,26,10.7,,INDONESIA,INDONESIA:  SUMATERA:  SIMEULUE,2.824,96.085,30,7.3,,3,65,,
5663,2002,11,3,22,12,41,,USA,"ALASKA:  SLANA, MENTASTA LAKE, FAIRBANKS",63.517,-147.444,5,7.9,9,,1,56,
5664,2002,11,20,21,32,30.8,,PAKISTAN,"PAKISTAN:  DASHKIN, DOIAN, MUSHKIN",35.414,74.515,33,6.3,,19,40,,100
5665,2002,11,27,16,43,17.5,,VANUATU,VANUATU ISLANDS: MERE LAVA ISLAND,-14.49,167.827,33,5.9,,,3,,
5666,2002,12,2,4,58,55.1,,GREECE,"GREECE:  MEGALOPOLIS, VARTHOLOMION",37.747,21.087,10,5.7,,,17,,8
5667,2002,12,14,13,27,29.1,,CHINA,CHINA:  GANSU PROVINCE:  YUMNE,39.736,97.443,22,5.5,,2,,,13380
5668,2002,12,24,17,3,2.9,,IRAN,IRAN:  KERMANSHAH,34.594,47.454,33,5.2,,,15,,3000
5669,2002,12,25,12,57,3.2,,CHINA,CHINA:  XINJIANG:  WUQIA,39.57,75.254,10,5.7,,,,,
5670,2002,12,25,19,13,42.7,,AFGHANISTAN,AFGHANISTAN:  JALALABAD,35.704,69.868,91,5.5,,,,,
5671,2003,1,11,17,45,30.6,,IRAN,"IRAN:  KAZERUN, NURABAD",29.59,51.474,33,5.2,,,,,650
5672,2003,1,20,8,43,6,2401,SOLOMON ISLANDS,"SOLOMON ISLANDS:  HONIARA, SAN CRISTOBAL",-10.491,160.77,33,7.3,,,,,
5673,2003,1,22,2,6,34.6,2402,MEXICO,"MEXICO:  VILLA DE ALVAREZ, COLIMA, TECOMAN, JALISCO",18.77,-104.104,24,7.5,8,29,300,,2005
5674,2003,1,23,0,8,22.8,,INDONESIA,INDONESIA:  SUMBAWA ISLAND:  DOMPU,-8.807,118.524,33,5.5,6,,2,,
5675,2003,1,26,19,57,3.2,,ITALY,"ITALY:  SPINELLO, SANTA SOFIA, BAGNO DI ROMAGNA",43.883,11.96,7,4.7,7,,,,
5676,2003,1,27,5,26,23,,TURKEY,"TURKEY:  SAGLAMTAS, PULUMUR",39.5,39.878,10,6.1,,1,,,
5677,1983,10,28,14,6,6.5,,USA,"IDAHO:  BORAH PEAK, CHALLIS, MACKAY",43.974,-113.916,14,7.3,9,2,2,12.5,
5680,2003,2,22,12,19,10.5,,USA,CALIFORNIA:  BIG BEAR CITY,34.31,-116.848,1,5.2,6,,,,
5681,2003,2,22,20,41,3.4,,FRANCE,"FRANCE:  BACCARAT, COLMAR, THANN; GERMANY:  EDIGEN",48.342,6.57,10,5,,,,,
5682,2003,2,24,2,3,41.4,,CHINA,CHINA:  S. XINJIANG:  BACHU,39.61,77.23,11,6.3,,261,4000,,71000
5683,2003,2,25,3,52,41,,CHINA,CHINA:  S. XINJIANG:  BACHU,39.483,77.393,10,5.4,,5,,,
5684,2003,3,21,11,38,20,,INDONESIA,"INDONESIA:  JAVA:  CARACAS, CILIMUS, SAMPORA",-6.983,108.468,33,4.6,,,,,
5685,2003,2,13,17,34,20.9,,CHINA,CHINA:  N. XINJIANG:  URUMQI,43.897,85.923,24,5.3,,,,,
5686,2003,3,22,13,36,16,,GERMANY,GERMANY:  ALBSTADT,48.21,9,6,4.7,,,,,
5688,2003,6,20,13,30,41.6,,CHILE,"CHILE:  OVALLE, COQUIMBO; ARGENTINA:  SAN JUAN",-30.608,-71.637,33,6.8,6,,1,,
5689,2003,3,25,18,51,26.3,,BHUTAN,BHUTAN:  PHUENTSHOLING,27.264,89.331,47,5.5,,,,,
5690,2003,4,10,0,40,15.1,,TURKEY,"TURKEY:  IZMIR, SEFERIHISAR",38.221,26.958,10,5.7,,,90,,
5691,2003,4,17,0,48,38.5,,CHINA,CHINA:  QINGHAI PROVINCE:  DELINGHA,37.529,96.476,14,6.4,,,,,45
5692,2003,5,1,0,27,4.7,,TURKEY,TURKEY:  BINGOL,39.007,40.464,10,6.4,,177,521,,718
5693,2003,5,4,15,44,35.5,,CHINA,CHINA:  S. XINJIANG:  YOPURGA,39.43,77.219,10,5.8,,1,3,,1600
5694,2003,5,21,18,44,20.1,2403,ALGERIA,"ALGERIA:  ALGIERS, BOUMERDES, REGHIA, THENIA",36.964,3.634,12,6.8,10,2287,11000,5000,19000
5695,2003,5,26,9,24,33.4,,JAPAN,"JAPAN:  HONSHU:  IWATE, MIYAGI, YAMAGATA, AKITA",38.849,141.568,68,7,,,143,233,
5696,2003,5,26,19,23,27.9,,INDONESIA,"INDONESIA:  MOROTAI, BEREBERE, DARUBA",2.354,128.855,31,7,,1,7,,28
5697,2003,5,27,17,11,28.8,3618,ALGERIA,"ALGERIA:  ALGIERS, BOUMERDES, REGHAIA",36.939,3.578,8,5.7,,9,200,,
5698,2003,6,6,12,29,34,,USA,KENTUCKY:  BARDWELL,36.87,-88.98,3,4,6,,,,
5699,2003,6,9,7,6,39.3,,GREECE,"GREECE:  GONNOI, LARISA",39.893,22.309,18,5.2,,,,,
5700,2003,2,15,5,47,58.9,,PHILIPPINES,PHILIPPINES: LUZON:  DIMASALANG,12.171,123.921,10,5.8,6,,,,
5701,2003,2,15,11,1,59.8,,PHILIPPINES,"PHILIPPINES: MASBATE, DIMASALANG",12.168,124.079,10,6.3,6,,,,
5702,2003,3,25,2,53,25,,INDONESIA,INDONESIA:  FLORES:  REO,-8.294,120.743,33,6.5,,4,20,,
5703,2003,4,29,8,59,39,,USA,"ALABAMA:  FORT PAYNE,GAYLESVILLE,VALLEY HEAD",34.494,-85.629,20,4.6,6,,,,
5704,2003,7,3,14,59,32.2,,IRAN,"IRAN:  NORTHEASTERN: YAKHAK, BASHIRABAD, BUTEHGAZ",35.476,60.784,41,5.2,,,,,
5705,2003,7,10,17,6,37.6,,IRAN,IRAN:  SOUTHERN: GAJJIABAD,28.355,54.169,10,5.8,7,1,25,21.6,3500
5706,2003,7,15,20,27,50.5,,INDIAN OCEAN,INDIAN OCEAN:  FELT IN MALDIVES,-2.598,68.382,10,7.6,,,,,
5707,2003,7,21,15,16,31.9,,CHINA,CHINA:  YUNNAN PROVINCE,25.975,101.29,10,5.9,,16,584,75,264878
5708,2003,7,25,15,13,7.7,,JAPAN,"JAPAN:  HONSHU:  MIYAGI, IWATE",38.432,141.003,10,5.5,,,569,411,
5709,2003,7,26,1,0,57.6,,TURKEY,TURKEY:  WESTERN:  BULDAN,38.111,28.887,10,4.5,,,,,
5710,2003,7,26,8,36,49.1,,TURKEY,TURKEY:  WESTERN:  BULDAN,38.019,28.927,10,5.4,,,10,,1
5711,2003,7,26,23,18,17.9,,BANGLADESH,BANGLADESH:  RANGAMATI,22.854,92.306,10,5.7,,2,25,,500
5712,2003,8,4,4,37,20.1,5774,ANTARCTICA,SCOTIA SEA:  SOUTH ORKNEY ISLANDS: LAURIE IS,-60.532,-43.411,10,7.6,,,,,
5713,2003,8,11,0,19,9.2,,INDONESIA,INDONESIA:  HALMAHERA:  WASILE,1.142,128.152,10,6,,,,,
5714,2003,8,13,8,29,27.2,,PANAMA,"PANAMA:  COLON, PANAMA CITY",9.355,-79.941,54,5.4,,,,,
5715,2003,8,14,5,14,54.7,5791,GREECE,"GREECE:  LEFKADA, PREVEZA",39.16,20.605,10,6.3,,,50,,
5716,2003,8,16,10,58,42.7,,CHINA,"CHINA:  NEI MONGOL:  LINDONG, TIANSHAN",43.77,119.643,24,5.4,,4,1000,,7900
5717,2003,8,18,9,3,3.5,,CHINA,"CHINA:  TIBET (XIZANG PROVINCE): BOMI,MEDOG,NYINGCHI",29.573,95.605,33,5.5,,,,,
5719,2003,8,21,12,12,49.7,2953,NEW ZEALAND,"NEW ZEALAND:  DUNEDIN,INVERCARGILL,TE ANAU,FIORDLAND",-45.104,167.144,28,7.2,,,,,
5720,2003,9,14,21,42,51.8,,ITALY,"ITALY:  LOIANO, MONGHIDORO, MONZUNO",44.329,11.45,10,5.3,7,,,,
5721,2003,9,20,3,54,50.7,,JAPAN,JAPAN:  HONSHU:  TOKYO,34.998,140.172,52,5.7,,,7,,
5722,2003,9,21,18,16,13.4,,MYANMAR (BURMA),MYANMAR (BURMA):  TAUNGDWINGYI; THAILAND:  BANGKOK,19.917,95.672,10,6.6,,,,,
5723,2003,9,22,4,45,36.2,,DOMINICAN REPUBLIC,"DOMINICAN REPUBLIC:  PUERTO PLATA, SANTIAGO",19.777,-70.673,10,6.4,10,3,15,,
5724,2003,9,25,19,50,6.3,2406,JAPAN,JAPAN:  HOKKAIDO,41.815,143.91,27,8.3,,,849,90,
5725,2003,9,27,11,33,25,,RUSSIA,"RUSSIA:  KOSH-AGACH, UST'-ULAGAN, ONGUDAI, SHEBALINO",50.038,87.813,16,7.3,10,3,5,10.6,300
5726,2003,9,29,15,27,1,,RUSSIA,RUSSIA:  KOSH-AGACH,50,87.89,10,4.4,,,,,
5727,2003,9,29,18,22,32,,NEW ZEALAND,NEW ZEALAND:  CHRISTCHURCH,-43.34,173.04,32,4.8,,,,,
5728,2003,10,1,1,3,25.2,,RUSSIA,"RUSSIA:  KOSH-AGACH, BARNAUL, GORNO-ALTAYSK",50.211,87.721,10,6.7,,,,,
5729,2003,10,15,7,30,35.9,,JAPAN,JAPAN:  NEAR S COAST HONSHU:  ATSUGI,35.457,139.871,78,5.2,,,,,
5730,2003,10,16,3,20,55.3,,DOMINICAN REPUBLIC,"DOMINICAN REPUBLIC:   MOCA, SANTIAGO",19.761,-70.693,10,4.5,,,,,
5731,2003,10,16,12,28,9,,CHINA,CHINA:  YUNNAN PROVINCE:  DAYAO,25.954,101.254,33,5.6,,3,32,,12000
5732,2003,10,25,12,41,35.2,,CHINA,"CHINA:  GANSU PROVINCE:  MINLE, SHANDAN",38.4,100.951,10,5.8,,9,43,40,10000
5733,2003,11,13,2,35,10.3,,CHINA,"CHINA:  GANSU PROVINCE:  JONE, LINTAN, MINXIAN",34.712,103.834,10,5.1,,1,30,,10
5734,2003,11,14,18,49,46.5,,CHINA,"CHINA:  YUNNAN PROVINCE:  LUDIAN, ZHAOTONG",27.372,103.971,33,5.6,,4,65,,600
5735,2003,11,17,6,43,6.8,2429,USA,ALASKA:  ALEUTIAN ISLANDS:  RAT ISLANDS,51.146,178.65,33,7.8,,,,,
5736,2003,11,18,17,14,22.6,,PHILIPPINES,PHILIPPINES:  SAMAR:  CAN-AVID,12.025,125.416,35,6.5,7,1,21,,1
5737,2003,11,26,13,38,57.8,,CHINA,CHINA:  YUNNAN PROVINCE:  LUDIAN,27.283,103.753,33,4.7,,,4,,2000
5738,2003,12,1,1,38,31.9,,CHINA,CHINA:  XINJIANG:  ZHAOSU,42.905,80.515,10,6,,11,47,,769
5739,1999,11,26,4,27,24.7,,IRAN,IRAN:  GORGAN,36.92,54.9,33,5.3,,,,,
5745,2003,12,5,23,41,27.4,,INDONESIA,"INDONESIA:  FLORES, RUTENG",-8.137,120.524,33,4.9,,,,,
5746,2003,12,10,4,38,11.5,,TAIWAN,"TAIWAN:  T'AI-TUNG, KAO-HSIUN",23.039,121.362,10,6.8,,,1,,
5747,2003,12,11,16,28,17.3,,IRAN,IRAN:  WESTERN:  MASJED-E- SOLEYMAN,31.953,49.209,33,5,,,5,,2
5748,2003,12,17,23,15,17.2,,BULGARIA,BULGARIA: POVADIYA,43.083,27.486,34,4.4,,,,,10
5749,2003,12,22,19,15,56,,USA,"CALIFORNIA:  PASO ROBLES,TEMPLETON,ATASCADERO",35.706,-121.102,8,6.6,8,2,40,300,40
5750,2003,12,25,7,11,11.5,,PANAMA,PANAMA-COSTA RICA:  PUERTO ARMUELLES,8.416,-82.824,33,6.5,,2,75,,
