Id,Year,Month,Day,Hour,Minute,Second,Country,Location Name,Latitude,Longitude,Focal Depth (km),Mag,MMI Int,Deaths,Injuries,Damage ($Mil),Houses Destroyed
9432,2010,7,23,22,51,12.4,PHILIPPINES,PHILIPPINES:  CELEBES SEA:  MORO GULF,6.486,123.467,586,7.6,4,,,,
9452,2010,8,10,5,23,44.9,VANUATU,VANUATU ISLANDS,-17.541,168.069,25,7.2,7,,,,
9472,2010,8,27,19,23,49.5,IRAN,IRAN:  DAMGHAN-TORUD,35.49,54.47,7,5.7,,3,200,,700
9492,2010,9,3,16,35,47.7,NEW ZEALAND,NEW ZEALAND:  CHRISTCHURCH,-43.522,171.83,12,7,9,,2,6500,
9512,2010,5,1,22,36,29.3,INDIA,INDIA:  CHAMOLI,30.099,80.026,36,4.5,,,,,
9513,2010,5,6,2,42,47.9,PERU,PERU:  TACNA,-18.058,-70.547,37,6.2,,,11,,
9514,2010,5,16,5,16,10,USA TERRITORY,"PUERTO RICO:  LARES, VEGA BAJA",18.4,-67.07,113,5.8,,,,,
9552,2010,9,27,11,22,46,IRAN,IRAN:  SHIRAZ,29.647,51.665,27,5.8,,1,3,,
9592,2010,10,25,14,42,22,INDONESIA,INDONESIA:  SUMATRA,-3.487,100.082,20,7.8,,,,,
9612,2010,8,13,21,19,33,USA TERRITORY,"GUAM, NORTHERN MARIANA ISLANDS",12.484,141.476,10,6.9,,,,,
9632,2010,11,3,0,56,55,SERBIA,BALKANS NW: SERBIA:  KRALJEVO,43.76,20.673,1,5.5,6,2,100,,1000
9759,2010,12,21,17,19,40.6,JAPAN,JAPAN:  BONIN ISLANDS,26.901,143.698,14,7.4,,,,,
9760,2010,12,20,18,41,59.2,IRAN,IRAN:  KERMAN,28.412,59.18,12,6.5,,7,25,,
9761,2010,12,25,13,16,37,VANUATU,VANUATU ISLANDS,-19.702,167.947,16,7.3,,,,,
9762,2011,1,5,16,32,24.2,IRAN,IRAN:  FARS PROVINCE,30.16,51.62,24,4.5,,,16,,
9763,2011,1,18,20,23,23.4,PAKISTAN,"PAKISTAN: GARHI KHAIRO, QUETTA, BALOCHISTAN",28.777,63.951,68,7.2,,3,,,200
9764,2010,6,15,4,26,58.4,USA,CALIFORNIA:  OCOTILLO,32.7,-115.921,5,5.8,,,,,
9765,2010,6,18,23,9,31,INDIA,INDIA:  ANDAMAN ISLANDS:  DIGLIPUR,13.197,93.087,20,5.9,,,,,
9766,2010,6,22,23,14,10.8,INDIA,INDIA:  TAULI,29.872,80.428,16,5.2,,,,,
9767,2010,6,30,7,22,27.6,MEXICO,MEXICO:  SAN ANDRES HUAXPALTEPEC,16.396,-97.782,20,6.2,,1,,,
9769,2010,7,30,13,50,13.2,IRAN,IRAN:  TORBET-I-HEYDARIYEH,35.217,59.308,24,5.4,,,274,,
9770,2010,8,12,11,54,15.5,ECUADOR,"ECUADOR:  MANTA, GUAYAQUIL, LOJA",-1.266,-77.306,207,7.1,,,,,
9771,2010,8,29,0,53,31.4,CHINA,"CHINA:  SICHUAN PROVINCE: NINGANG, ZIAOJIA",27.197,103.005,35,4.9,,,14,,
9772,2010,9,6,11,24,1.5,NEW ZEALAND,NEW ZEALAND:  SOUTH ISLAND:  CHRISTCHURCH,-43.57,172.388,9,5,5,,,,
9773,2010,9,6,22,48,33.2,NEW ZEALAND,NEW ZEALAND:  NORTH ISLAND:  PORANGAHAU,-40.433,176.818,21,5.1,6,,,,
9774,2010,9,7,19,49,57.4,NEW ZEALAND,NEW ZEALAND:  SOUTH ISLAND:  CANTERBURY,-43.598,172.69,6,5,7,,,,
9775,2010,9,10,17,24,16.6,BANGLADESH,BANGLADESH:  NARAYANGANJ,23.407,90.648,10,4.8,5,,,,
9776,2011,2,11,20,5,30.7,CHILE,CHILE:  OFF COAST CENTRAL,-36.474,-73.125,28,6.8,,,,,
9777,2010,10,10,21,44,25.9,PAKISTAN,"PAKISTAN:  KHANPUR, HARIPUR",33.869,72.887,33,5.2,,1,15,,
9779,2011,2,21,23,51,42.3,NEW ZEALAND,"NEW ZEALAND:  CHRISTCHURCH, LYTTELTON",-43.583,172.68,6,6.1,,185,1500,15000,100000
9797,2011,3,9,2,45,20.3,JAPAN,JAPAN:  HONSHU:  E COAST,38.435,142.842,32,7.5,,,,,
9799,2011,3,11,5,46,24.1,JAPAN,JAPAN:  HONSHU,38.297,142.372,30,9.1,,1475,6157,4401.709,2473
9801,2011,3,24,13,55,12,MYANMAR (BURMA),MYANMAR:  TACHILEK,20.687,99.822,8,6.8,,104,123,3.6,
9803,2010,11,6,3,52,20,IRAN,IRAN:  DORUD-RAZAN,33.37,48.94,5,4.9,,,104,,
9804,2011,4,7,14,32,43.2,JAPAN,JAPAN: NEAR E COAST HONSHU,38.276,141.588,42,7.1,,3,132,,
9805,2011,3,11,6,15,40.2,JAPAN,JAPAN:  NEAR E COAST HONSHU,36.281,141.111,43,7.9,,,,,
9806,2011,3,11,6,25,50.3,JAPAN,JAPAN:  OFF EAST COAST HONSHU,38.058,144.59,19,7.6,,,,,
9811,2011,1,9,10,3,44.2,VANUATU,VANUATU ISLANDS,-19.157,168.311,24,6.5,,,,,
9812,1965,4,19,23,41,58.8,JAPAN,"JAPAN:  AICHI, SHIZOUKA PREFECTURES",34.9,138,36,6,,1,4,,
9813,1964,5,7,20,13,,JAPAN,JAPAN:  NW. HONSHU ISLAND,40.4,139,,6.6,,,,,
9818,1992,8,11,15,14,55.1,JAPAN,JAPAN:  HONSHU:  S,32.536,141.641,16,6.3,,,,,
9819,1994,5,24,4,0,42.1,TAIWAN,TAIWAN,23.959,122.448,16,6.5,4,,,,
9821,2011,5,11,16,47,25.7,SPAIN,SPAIN:  LORCA,37.699,-1.672,1,5.1,,10,,,
9822,2011,7,6,19,3,18.2,KERMADEC ISLANDS (NEW ZEALAND),NEW ZEALAND: KERMADEC ISLANDS,-29.539,-176.34,17,7.6,,,,,
9823,2011,7,10,0,57,10.8,JAPAN,JAPAN:  HONSHU:  E COAST,38.034,143.264,23,7,,,,,
9824,2011,6,24,3,9,39.4,USA,ALASKA: ALEUTIAN ISLANDS: FOX ISLANDS,52.05,-171.836,52,7.3,,,,,
9825,2010,11,12,9,37,19.9,PAKISTAN,PAKISTAN:  QUETTA,30.178,67.117,27,4.7,,,12,,
9826,2010,12,19,5,5,30,USA,OKLAHOMA:  LUTHER,35.827,-96.772,5,3.7,,,,,
9827,2010,12,16,12,14,24.5,ETHIOPIA,"ETHIOPIA:  JIMA,  HOSA'INA, SHENK'OLA, WENJELA",7.521,37.839,10,5.1,,,,,
9828,2010,12,25,21,30,15.7,NEW ZEALAND,NEW ZEALAND:  CHRISTCHURCH,-43.55,172.647,5,4.5,,,,,
9829,2011,7,19,19,35,43.4,UZBEKISTAN,"UZBEKISTAN:  FARGONA, VIOLYATI",40.081,71.41,20,6.1,,14,86,,
9830,2011,2,1,7,11,26,CHINA,CHINA:  YUNNAN PROVINCE:  PINGYUAN,24.693,97.943,31,4.8,,,1,,
9831,2011,2,4,13,53,46.2,MYANMAR (BURMA),MYANMAR (BURMA):  MONYWA,24.618,94.68,85,6.3,,1,,,
9832,2011,2,17,22,47,21.5,USA,COLORADO:  PAONIA,38.947,-107.497,1,3.1,,,,,
9833,2011,5,19,21,12,51,TURKEY,TURKEY:  SIMAV,39.12,29.04,7,4.3,,2,125,,
9834,2008,12,25,20,20,51.5,CHINA,CHINA:  YUNNAN PROVINCE:  SIMAO,23.97,97.569,35,4.8,,,19,,30
9835,2011,3,3,15,12,1.4,PHILIPPINES,PHILIPPINES:  MINDANAO,9.457,125.935,50,5.5,,,,,
9836,2011,3,10,4,58,16,CHINA,CHINA:  YUNNAN PROVINCE:  PINGYUAN,24.719,97.969,26,5.5,,25,250,,1039
9837,2011,8,20,18,19,23.5,VANUATU,VANUATU ISLANDS,-18.311,168.218,28,7,,,,,
9838,2011,8,20,16,55,2.8,VANUATU,VANUATU ISLANDS,-18.365,168.143,32,7.1,,,,,
9839,2011,9,2,10,55,53.5,USA,ALASKA:  ALEUTIAN ISLANDS:  FOX ISLANDS,52.171,-171.708,32,6.8,,,,,
9840,2011,9,5,17,55,11.2,INDONESIA,INDONESIA:  SUMATRA,2.965,97.893,91,6.7,,10,,,
9841,2011,4,11,8,16,12.7,JAPAN,JAPAN:  HONSHU,37.001,140.401,11,6.6,,7,,,3
9842,2011,9,18,12,40,51.8,INDIA,INDIA:  SIKKIM,27.73,88.155,50,6.9,,111,177,22.3,6000
9843,2011,9,19,18,33,55.8,GUATEMALA,GUATEMALA:  CUILAPA SANTA ROSA,14.186,-90.238,9,5.6,,1,,,
9845,2011,10,23,10,41,22.9,TURKEY,"TURKEY:  ERCIS, VAN",38.722,43.513,16,7.1,,604,2608,1500,5739
9846,2011,10,21,17,57,16.1,KERMADEC ISLANDS (NEW ZEALAND),KERMADEC ISLANDS,-28.993,-176.238,33,7.4,,,,,
9847,2011,4,10,9,2,47.3,CHINA,CHINA:  SICHUAN PROVINCE:  LUHUO,31.373,100.757,43,5.1,,,,,
9848,2011,4,4,11,31,43,NEPAL,"NEPAL-INDIA:  UTTARAKHAND, UTTAR PRADESH",29.698,80.754,26,5.4,,,,,
9849,2011,11,1,0,21,28,CHINA,CHINA:  XINJIANG PROVINCE,43.648,82.437,28,5.6,,,,10.5,2453
9850,2011,11,6,3,53,10,USA,OKLAHOMA:  SPARKS,35.532,-96.765,5,5.7,8,,2,,14
9851,2011,11,7,9,43,15.9,PHILIPPINES,PHILIPPINES:  MINDANAO:  BUKIDNON PROVINCE,7.904,125.185,46,5,,,31,,
9852,2011,11,9,19,23,33.2,TURKEY,TURKEY:  VAN,38.429,43.229,5,5.7,,40,,,
9853,2011,12,11,1,47,25.9,MEXICO,MEXICO:  GUERRERO,17.844,-99.963,54,6.4,,2,5,,
9854,2011,12,3,6,19,10.4,NEW ZEALAND,NEW ZEALAND:  COOK STRAIT,-41.364,174.315,56,5.3,,,,,
9855,2011,12,23,0,58,38.3,NEW ZEALAND,NEW ZEALAND:  SOUTH ISLAND:  CHRISTCHURCH,-43.49,172.8,10,5.8,,,60,,
9856,2011,12,27,15,21,56.8,RUSSIA,RUSSIA:  KYZYL,51.842,95.911,15,6.7,,,,,
9857,2011,6,8,1,53,26,CHINA,CHINA:  XINJIANG PROVINCE:  DABANCHENG,43.015,88.247,21,5.3,,,8,,
9858,2011,6,13,2,20,49.3,NEW ZEALAND,NEW ZEALAND:  SOUTH ISLAND:  CANTERBURY,-43.564,172.743,6,6,,1,45,3000,100
9859,2011,6,20,10,16,55.2,CHINA,CHINA:  YUNNAN PROVINCE:  BAOSHAN,25.075,98.721,39,5.3,,,4,,
9860,2011,6,26,7,48,16.7,CHINA,CHINA:  QINGHAI PROVINCE,32.447,95.948,29,5.3,,,,,10
9861,2011,8,23,17,51,4.5,USA,"VIRGINIA:  LOUISA COUNTY, MARYLAND, WASHINGTON D.C.",37.936,-77.933,6,5.8,7,,,200,
9862,2011,8,9,11,50,22.2,CHINA,CHINA: YUNNAN PROVINCE: BAOSHAN,24.932,98.73,40,5,,,,,
9863,2011,11,24,21,13,15.6,EL SALVADOR,EL SALVADOR-GUATEMALA,13.297,-87.898,43,5.1,,,,,
9864,2011,4,24,23,7,51.4,INDONESIA,INDONESIA:   SULAWESI:  KENDARI,-4.586,122.771,8,6.1,,,14,,
9865,1985,12,25,2,38,56.5,ITALY,ITALY:  SICILY,37.688,15.068,10,4.3,,1,14,,
9866,2012,1,19,12,35,51.3,IRAN,IRAN:  KHORASAN-E-RAZAVI,36.288,58.835,8,5.3,,,238,,
9867,2012,1,30,5,11,0.9,PERU,PERU:  ICA,-14.168,-75.635,43,6.4,,,119,,
9868,1984,7,19,6,56,10.4,UK,UNITED KINGDOM:  WALES,52.878,-4.198,13,4.7,,,,,
9870,2012,2,6,3,49,12.5,PHILIPPINES,PHILIPPINES:  NEGROS ORIENTAL PROVINCE,9.999,123.206,11,6.7,,51,112,9,15000
9871,2012,2,2,13,34,40.6,VANUATU,VANUATU ISLANDS,-17.827,167.133,23,7,,,,,
9872,2011,8,11,10,6,29.3,CHINA,"CHINA:  XINJIANG PROVINCE:  SOUTHERN, KASHI",39.955,77.028,10,5.7,,,21,,
9873,2011,8,23,5,46,18.2,USA,COLORADO:  SEGUNDO,37.063,-104.701,4,5.4,7,,,,
9874,2011,9,7,17,58,18.7,INDIA,INDIA:  DELHI,28.724,77.189,10,4.3,,,1,,
9875,2011,10,20,17,18,34.1,INDIA,INDIA:  GUJARAT,21.211,70.533,10,5,,,34,,
9876,2012,3,20,18,2,47.4,MEXICO,"MEXICO:  GUERRERO, OAXACA",16.493,-98.231,20,7.4,8,2,13,600,800
9877,2012,3,16,7,58,2.5,PHILIPPINES,PHILIPPINES:  SURIGAO,10.037,125.633,18,5.8,,,55,,4
9878,2012,3,14,9,8,35.1,JAPAN,JAPAN:  HOKKAIDO,40.887,144.944,12,6.9,,,,,
9879,2012,4,11,8,38,36.7,INDONESIA,INDONESIA:  N SUMATRA:  OFF WEST COAST,2.327,93.063,20,8.6,,10,12,,
9880,2012,4,11,10,43,10.8,INDONESIA,INDONESIA:  N SUMATRA:  OFF WEST COAST,0.802,92.463,25,8.2,,,,,
9884,2012,4,17,3,50,15.6,CHILE,CHILE:  VALPARAISO,-32.625,-71.365,29,6.7,,2,,,
9885,2012,4,14,22,5,26.4,VANUATU,VANUATU ISLANDS,-18.972,168.741,11,6.3,,,,,
9886,2011,10,28,18,54,34,PERU,PERU:  SAN VICENTE DE CANETE,-14.438,-75.966,24,6.9,,1,103,,134
9887,2011,10,29,0,43,55.1,INDIA,INDIA:  SIKKIM,27.449,88.684,10,3.5,,2,,,
9888,2011,10,29,13,50,49,ECUADOR,ECUADOR:  POMASQUI,-0.13,-78.37,3,4,,,,,
9889,2011,11,8,2,46,57,USA,"OKLAHOMA:  SPARKS, PRAGUE",35.531,-96.788,5,5,,,,,
9890,2011,11,21,3,15,42.2,INDIA,INDIA:  ASSAM,24.955,95.236,114,5.8,,,,,
9891,2011,12,1,12,48,17.7,CHINA,"CHINA:  XINJIANG PROVINCE:  SOUTHERN, KASHI",38.31,76.888,32,5.3,,,,,
9893,2012,5,3,10,9,35.6,IRAN,"IRAN:  MOURMOURI, ABDANAN, DEHLORAN",32.747,47.726,10,5.4,,,8,,
9894,2012,5,7,4,40,27.7,AZERBAIJAN,AZERBAIJAN:  ZAGATALA,41.549,46.789,11,5.7,,,50,,3100
9901,2012,5,29,7,0,3,ITALY,"ITALY:  EMILIA ROMAGNA:  MEDOLLA, MIRANDOLA, CAVEZZO",44.851,11.086,10,5.9,,17,350,15800,
9902,2012,5,20,2,3,52,ITALY,ITALY:  EMILIA ROMAGNA:  MIRANDOLA,44.89,11.23,6,6.1,,7,,,
9903,2012,2,27,18,48,55.3,IRAN,IRAN:  RAVAR,31.428,56.778,10,5.2,,,6,,
9904,2012,2,26,2,35,0.5,TAIWAN,TAIWAN:  PINGTUNG,22.661,120.891,28,5.9,,,,,
9905,2012,3,5,23,6,30.8,PHILIPPINES,PHILIPPINES:  MASBATE ISLAND,12.354,123.7,37,5.6,,,10,,1
9906,2012,5,22,0,0,32.7,BULGARIA,BULGARIA: PERNIK,42.645,22.968,10,5.6,7,,,,
9909,2012,6,4,11,18,13.4,INDONESIA,INDONESIA:  JAVA,-7.692,106.371,50,5.8,,,2,,
9919,2012,6,24,7,59,34.8,CHINA,CHINA:  YUNNAN AND SICHUAN PROVINCES,27.767,100.781,10,5.5,,4,394,,6768
9920,2012,3,25,22,37,6,CHILE,"CHILE:  PARRAL, SANTIAGO",-35.2,-72.217,41,7.2,,1,14,,
9921,2012,6,10,12,44,16.5,TURKEY,TURKEY:  FETHIYE; GREECE:  RHODES,36.42,28.88,35,6.1,,,6,,
9922,2012,6,11,5,29,11.5,AFGHANISTAN,AFGHANISTAN:  HINDU KUSH,36.023,69.351,16,5.8,,75,13,,143
9924,2012,6,29,21,7,33.8,CHINA,CHINA:  XINJIANG PROVINCE,43.433,84.7,18,6.3,,,52,68,
9926,2012,7,25,11,20,27,SOLOMON ISLANDS,SOLOMON ISLANDS: GUADALCANAL,-9.694,159.727,20,6.4,,,,,26
9928,2012,8,11,12,23,18.1,IRAN,"IRAN:  AHAR, HARIS, VARZAGAN",38.329,46.826,11,6.5,,306,3000,599,
9929,2012,8,14,2,59,38.4,RUSSIA,RUSSIA:  SAKHALIN ISLAND,49.8,145.064,583,7.7,,,,,
9930,2012,5,11,12,41,35.3,INDIA,"INDIA:  ASSAM:  KAMRUP, GUWAHATI",26.175,92.889,43,5.4,,,2,,
9931,2012,5,12,23,48,43.5,TAJIKISTAN,TAJIKISTAN,38.612,70.354,10,5.7,,1,,,
9932,2012,5,14,10,0,40.2,CHILE,CHILE:  ARICA; PERU:  TACNA,-17.678,-69.591,10,6.3,,,,,
9933,2012,5,19,13,41,21.2,BRAZIL,BRAZIL:  MONTES CLAROS,-16.764,-43.999,10,4.1,,,,,
9934,2012,8,27,4,37,19.4,NICARAGUA,NICARAGUA:  OFF THE COAST,12.139,-88.59,28,7.3,,,,,
9935,2012,8,31,12,47,33.3,PHILIPPINES,"PHILIPPINES:  CAGAYAN DE ORO, TACLOBAN",10.811,126.638,28,7.6,,1,1,0.3,
9936,2012,9,5,14,42,7.8,COSTA RICA,COSTA RICA:  NICOYA,10.085,-85.315,35,7.6,,2,20,,
9937,2012,9,7,3,19,42.5,CHINA,CHINA: YUNNAN PROVINCE:  ZHAOTONG:  YILIANG,27.575,103.983,10,5.6,,81,821,1000,37000
9938,2012,8,18,9,41,52.4,INDONESIA,"INDONESIA:  SULAWESI:  SIGI, PARIGI MOUNTONG",-1.315,120.096,10,6.3,,6,43,,471
9941,2012,10,28,3,4,8.9,CANADA,CANADA:  QUEEN CHARLOTTE ISLANDS,52.788,-132.101,14,7.7,,,,,
9942,2012,11,7,16,35,46.9,GUATEMALA,"GUATEMALA:  SAN MARCOS, SAN CRISTOBAL COCHU",13.988,-91.895,24,7.3,,48,155,210,2769
9943,2012,11,11,1,12,38.8,MYANMAR (BURMA),MYANMAR (BURMA):  SHWEBO,23.005,95.885,14,6.8,,26,230,,251
9944,2012,11,26,5,33,48.8,CHINA,CHINA:  XINJIANG PROVINCE:  RUOQIANG,40.411,90.355,10,5.1,,,,,
9945,2012,12,5,17,8,13.5,IRAN,IRAN:  KHORASAN PROVINCE,33.506,59.571,14,5.7,,8,12,,
9946,2012,12,7,8,18,23.1,JAPAN,JAPAN:  HONSHU:  MIYAGI PREFECTURE,37.89,143.949,31,7.2,,,11,,
9948,2012,5,20,13,18,2,ITALY,ITALY:  SANT'AGOSTINO,44.831,11.49,5,5.1,,,,,
9949,2012,6,14,5,52,53.6,TURKEY,TURKEY:  SIRNAK,37.294,42.325,5,5.3,,,23,,
9950,2012,7,20,12,11,52,CHINA,CHINA:  JIANGSU PROVINCE,32.978,119.593,10,4.9,,1,2,,
9951,2012,7,25,0,27,45.2,INDONESIA,INDONESIA: BANDA ACEH,2.707,96.045,22,6.5,,1,,,
9953,2013,1,5,8,58,19.3,USA,ALASKA:  SOUTHEASTERN,55.393,-134.652,10,7.5,,,,,
9957,2013,1,21,22,22,52.7,INDONESIA,INDONESIA:  SUMATERA:  N,4.927,95.907,12,6.1,,1,15,,
9958,2013,2,6,1,12,25.8,SOLOMON ISLANDS,SOLOMON ISLANDS:  SANTA CRUZ ISLANDS,-10.799,165.114,24,7.9,8,,,,
9960,1963,9,15,0,46,54.3,SOLOMON ISLANDS,SOLOMON ISLANDS,-10.472,165.77,35,7.5,,,,,
9961,1963,9,17,19,20,11.5,SOLOMON ISLANDS,SOLOMON ISLANDS,-10.286,165.413,28,7.5,,,,,
9962,1970,8,11,10,22,23.8,SOLOMON ISLANDS,SOLOMON ISLANDS,-14.095,166.57,39,7.5,,,,,
9963,2013,2,8,15,26,38.4,SOLOMON ISLANDS,SOLOMON ISLANDS:  SANTA CRUZ ISLANDS,-10.928,166.018,21,7,,,,,
9964,2013,2,9,14,16,7.8,COLOMBIA,"COLOMBIA:  CAUCA, NARINO, VALLE DEL CAUCA, RISARALDA",1.135,-77.393,145,7,,,15,,100
9965,2013,2,19,2,47,1.2,CHINA,CHINA:  YUNNAN PROVINCE:  QIAOJIA,27.226,103.071,10,4.9,,,8,,72
9966,2013,2,22,21,1,47.2,PERU,PERU:  S,-15.748,-71.425,8,5.3,,,,,
9967,2013,3,3,5,41,16.9,CHINA,CHINA:  YUNNAN PROVINCE,25.98,99.812,8,5.4,,,30,,700
9968,2012,10,18,2,33,27.9,INDIA,"INDIA:  DEURALA, JAISINGHNAGAR, KOTMA, SARAI, UMARIA",23.739,81.314,10,5,,,,,
9974,2013,4,9,11,52,49.9,IRAN,"IRAN:  BUSHEHR PROVINCE:  SHANBE, KAKI, SENA",28.428,51.593,12,6.3,,37,850,297,
9975,2013,3,27,2,3,19.8,TAIWAN,"TAIWAN:  NANTOU COUNTY, TAIPEI",23.828,121.215,19,6,,1,86,1.128,
9976,2013,4,16,10,44,20.1,IRAN,IRAN; PAKISTAN:  MASHKAL,28.033,61.996,80,7.7,,40,300,,
9977,2013,4,19,3,5,52.6,RUSSIA,RUSSIA:  KURIL ISLANDS,46.221,150.788,110,7.2,,,,,
9978,2013,4,20,0,2,47.5,CHINA,CHINA:  SICHUAN PROVINCE:  LONGMEN,30.308,102.888,14,6.6,,196,11470,6800,
9980,2013,4,12,20,33,17.5,JAPAN,JAPAN,34.369,134.828,14,5.8,,,24,,
9983,2013,4,24,9,25,30,AFGHANISTAN,AFGHANISTAN:  KAMA,34.526,70.22,64,5.5,,18,141,,
